cmd_id,date,jour,ca,nart,qte,pays,client_id
546993,2011-03-18 13:19,vendredi,280.57,44,139,Royaume-Uni,17921
546998,2011-03-18 13:32,vendredi,177.84,24,52,Royaume-Uni,16023
547005,2011-03-18 14:20,vendredi,806.47,48,550,Allemagne,12474
547017,2011-03-18 14:51,vendredi,113.35,7,24,Royaume-Uni,13468
547048,2011-03-20 11:52,dimanche,197.8,11,73,Irlande,14911
547055,2011-03-20 12:14,dimanche,119.08,26,73,Royaume-Uni,16444
547061,2011-03-20 13:21,dimanche,226.3,15,215,Belgique,12407
547068,2011-03-20 13:48,dimanche,393.0,20,190,Royaume-Uni,13985
547079,2011-03-20 15:02,dimanche,267.18,34,106,Royaume-Uni,15408
547085,2011-03-20 15:41,dimanche,124.08,3,25,Allemagne,12600
547092,2011-03-21 08:18,lundi,226.21,14,133,Royaume-Uni,16619
547109,2011-03-21 11:46,lundi,347.35,20,139,Belgique,12423
547134,2011-03-21 11:57,lundi,169.73,15,45,Royaume-Uni,15996
547194,2011-03-21 12:42,lundi,201.24,40,85,France,12637
547196,2011-03-21 12:44,lundi,4.63,4,5,France,12637
547220,2011-03-21 15:02,lundi,154.4,5,88,Royaume-Uni,13410
547327,2011-03-22 11:28,mardi,523.98,31,201,France,12681
547360,2011-03-22 12:30,mardi,517.55,21,209,Royaume-Uni,16135
547365,2011-03-22 12:36,mardi,235.71,12,170,Pays-Bas,12775
547387,2011-03-22 16:00,mardi,1085.99,44,335,Espagne,12539
547390,2011-03-22 16:08,mardi,160.33,8,64,Norvege,12352
547406,2011-03-23 08:26,mercredi,170.94,5,150,Royaume-Uni,16948
547412,2011-03-23 09:42,mercredi,288.05,20,364,Belgique,12399
547493,2011-03-23 12:06,mercredi,1542.08,14,929,Autriche,12818
547504,2011-03-23 13:33,mercredi,877.88,35,721,France,12683
547508,2011-03-23 13:39,mercredi,378.0,8,242,France,12683
547517,2011-03-23 14:33,mercredi,326.5,10,321,Belgique,12395
547658,2011-03-24 13:04,jeudi,357.53,76,228,Royaume-Uni,13736
547674,2011-03-24 13:59,jeudi,187.2,11,88,Royaume-Uni,15835
547691,2011-03-24 15:02,jeudi,364.84,12,228,Royaume-Uni,16767
547702,2011-03-24 16:45,jeudi,415.45,16,114,Irlande,14911
547703,2011-03-24 17:10,jeudi,1140.76,34,512,Espagne,12540
547712,2011-03-24 19:31,jeudi,380.98,35,80,Royaume-Uni,16905
547715,2011-03-25 08:50,vendredi,246.54,17,128,Allemagne,12520
547722,2011-03-25 10:19,vendredi,357.91,23,264,France,12553
547724,2011-03-25 10:42,vendredi,102.7,7,34,Royaume-Uni,13468
547789,2011-03-25 12:04,vendredi,750.37,43,533,Irlande,14911
547795,2011-03-25 12:21,vendredi,171.8,19,40,Royaume-Uni,14536
547815,2011-03-25 14:19,vendredi,490.78,13,227,Suisse,13520
547822,2011-03-25 14:53,vendredi,1444.8,49,522,Allemagne,12668
547863,2011-03-27 13:07,dimanche,164.05,8,61,France,12728
547882,2011-03-28 07:53,lundi,539.0,39,745,Irlande,14911
547892,2011-03-28 10:15,lundi,1136.3,69,848,France,12669
547914,2011-03-28 12:35,lundi,297.5,13,163,Italie,12594
547919,2011-03-28 12:52,lundi,135.09,28,96,Royaume-Uni,13760
547931,2011-03-28 14:01,lundi,28.0,1,1,Italie,12594
547934,2011-03-28 14:07,lundi,257.2,17,157,Allemagne,12474
547947,2011-03-28 15:03,lundi,2188.5,22,1310,Royaume-Uni,15032
547985,2011-03-29 08:43,mardi,413.7,19,196,Royaume-Uni,16455
548160,2011-03-29 13:33,mardi,1700.4,53,1340,Royaume-Uni,16253
548178,2011-03-29 14:35,mardi,504.61,27,321,Royaume-Uni,14367
548185,2011-03-29 14:58,mardi,371.83,22,173,Royaume-Uni,15628
548212,2011-03-30 09:12,mercredi,940.17,41,445,Suisse,12456
548257,2011-03-30 10:54,mercredi,2161.32,28,1104,Royaume-Uni,13802
548449,2011-03-31 11:08,jeudi,168.4,9,45,Irlande,14911
548450,2011-03-31 11:20,jeudi,516.29,26,379,Royaume-Uni,15856
548457,2011-03-31 11:52,jeudi,102.4,5,24,Royaume-Uni,13468
548489,2011-03-31 13:10,jeudi,205.98,5,44,Allemagne,12619
548496,2011-03-31 13:40,jeudi,3243.13,35,2271,France,12678
548547,2011-03-31 19:42,jeudi,226.85,4,147,Royaume-Uni,17212
548553,2011-04-01 09:19,vendredi,138.75,9,88,France,12523
548560,2011-04-01 10:10,vendredi,297.12,8,200,Royaume-Uni,13468
548654,2011-04-01 13:47,vendredi,348.68,10,115,Allemagne,12569
548664,2011-04-01 14:45,vendredi,1407.19,67,713,Irlande,14911
548686,2011-04-01 16:49,vendredi,785.5,24,553,Royaume-Uni,15856
548718,2011-04-04 08:50,lundi,2183.82,14,1162,Irlande,14156
548725,2011-04-04 09:08,lundi,134.0,1,1,France,12678
548733,2011-04-04 10:29,lundi,583.87,36,169,Royaume-Uni,17648
548743,2011-04-04 12:05,lundi,500.35,18,181,Royaume-Uni,14895
548745,2011-04-04 12:10,lundi,624.29,27,350,Allemagne,12471
548746,2011-04-04 12:11,lundi,50.0,1,40,Allemagne,12471
548806,2011-04-04 12:52,lundi,357.7,8,168,Royaume-Uni,13098
548808,2011-04-04 12:55,lundi,375.0,40,123,Royaume-Uni,17774
548813,2011-04-04 13:03,lundi,4037.77,4,4,Autre,12744
548820,2011-04-04 13:04,lundi,2053.07,1,1,Autre,12744
548858,2011-04-04 13:29,lundi,264.3,15,77,Irlande,14911
548913,2011-04-05 09:45,mardi,1136.3,1,1,France,12669
548955,2011-04-05 10:47,mardi,367.0,5,269,Finlande,12348
548968,2011-04-05 10:58,mardi,2118.74,52,1384,Autre,12744
548981,2011-04-05 12:24,mardi,594.0,2,120,Royaume-Uni,15442
548993,2011-04-05 13:56,mardi,3599.38,32,1626,Japon,12753
549021,2011-04-05 16:13,mardi,173.24,12,93,Royaume-Uni,13468
549026,2011-04-05 16:42,mardi,260.55,5,41,Royaume-Uni,17409
549055,2011-04-06 10:33,mercredi,203.4,13,180,Royaume-Uni,13515
549115,2011-04-06 12:41,mercredi,1722.02,35,1120,Royaume-Uni,13098
549118,2011-04-06 13:18,mercredi,955.99,65,655,Irlande,14911
549187,2011-04-07 10:09,jeudi,175.2,1,16,Royaume-Uni,16144
549196,2011-04-07 10:33,jeudi,356.23,22,271,Irlande,14911
549222,2011-04-07 10:43,jeudi,636.25,24,483,Autre,12347
549233,2011-04-07 11:06,jeudi,482.79,14,445,Italie,14912
549242,2011-04-07 11:41,jeudi,227.18,11,119,Irlande,14911
549249,2011-04-07 12:04,jeudi,255.36,18,248,Belgique,12423
549274,2011-04-07 13:07,jeudi,366.2,24,239,France,12721
549291,2011-04-07 19:05,jeudi,254.96,56,139,Royaume-Uni,16261
549310,2011-04-08 09:20,vendredi,190.82,5,62,Royaume-Uni,16325
549316,2011-04-08 09:54,vendredi,1321.25,63,757,Allemagne,12705
549325,2011-04-08 10:32,vendredi,609.74,31,262,Grece,12717
549439,2011-04-08 12:42,vendredi,603.27,24,233,Royaume-Uni,13562
549558,2011-04-10 13:21,dimanche,170.95,41,77,Royaume-Uni,15058
549559,2011-04-10 13:25,dimanche,476.49,26,190,Belgique,12447
549560,2011-04-10 13:26,dimanche,91.74,23,52,Royaume-Uni,15058
549579,2011-04-11 09:18,lundi,225.61,13,127,Royaume-Uni,15780
549667,2011-04-11 12:20,lundi,744.41,49,477,Irlande,14911
549680,2011-04-11 13:02,lundi,337.08,21,246,Allemagne,12701
549721,2011-04-11 15:35,lundi,254.12,12,113,Irlande,14911
549825,2011-04-12 12:47,mardi,350.57,20,189,Belgique,12463
549906,2011-04-12 16:28,mardi,183.64,42,105,Royaume-Uni,14998
549953,2011-04-13 13:15,mercredi,1206.29,56,581,Portugal,12766
549988,2011-04-13 16:43,mercredi,431.65,25,221,Royaume-Uni,14367
550004,2011-04-14 09:56,jeudi,279.18,9,102,Allemagne,12569
550137,2011-04-14 13:59,jeudi,2221.02,57,728,Allemagne,12477
550144,2011-04-14 14:14,jeudi,297.16,54,139,Royaume-Uni,16520
550145,2011-04-14 14:15,jeudi,669.2,31,287,France,12637
550148,2011-04-14 14:36,jeudi,205.8,14,100,Royaume-Uni,16882
550162,2011-04-14 16:23,jeudi,168.54,9,80,Allemagne,12569
550183,2011-04-14 17:58,jeudi,1266.23,74,800,Royaume-Uni,14105
550185,2011-04-14 18:22,jeudi,579.0,15,81,Royaume-Uni,17142
550188,2011-04-14 18:57,jeudi,669.25,22,196,Suisse,12457
550191,2011-04-14 19:59,jeudi,241.29,21,119,Royaume-Uni,16806
550198,2011-04-15 10:19,vendredi,30.6,1,12,Royaume-Uni,13120
550255,2011-04-15 11:47,vendredi,190.98,9,66,Royaume-Uni,13468
550277,2011-04-15 12:48,vendredi,486.1,22,201,Suede,12639
550281,2011-04-15 13:48,vendredi,219.0,2,101,Suisse,12457
550302,2011-04-17 10:17,dimanche,446.74,25,151,Irlande,14156
550310,2011-04-17 11:04,dimanche,899.58,27,878,Royaume-Uni,15985
550313,2011-04-17 11:21,dimanche,545.57,27,377,France,12681
550314,2011-04-17 11:30,dimanche,218.55,18,79,Royaume-Uni,16905
550325,2011-04-17 13:04,dimanche,302.85,18,127,Royaume-Uni,15745
550338,2011-04-17 15:33,dimanche,84.65,4,25,France,12413
550344,2011-04-18 09:00,lundi,2949.12,14,6432,Japon,12754
550360,2011-04-18 10:55,lundi,394.83,36,84,Royaume-Uni,14978
550440,2011-04-18 12:25,lundi,269.66,12,204,Belgique,12407
550522,2011-04-19 10:04,mardi,429.57,34,478,Royaume-Uni,12947
550527,2011-04-19 10:48,mardi,1411.67,51,628,Allemagne,12476
550606,2011-04-19 12:08,mardi,255.04,8,208,Italie,12594
550618,2011-04-19 13:09,mardi,367.62,21,234,Irlande,14156
550625,2011-04-19 14:02,mardi,425.68,7,468,Allemagne,12619
550644,2011-04-19 16:19,mardi,383.95,22,137,Etats-Unis,12733
550661,2011-04-20 09:20,mercredi,541.2,18,200,France,12656
550665,2011-04-20 09:31,mercredi,417.6,14,232,Allemagne,12530
550671,2011-04-20 10:10,mercredi,179.0,1,100,Suisse,12457
550778,2011-04-20 13:36,mercredi,439.33,24,231,Royaume-Uni,14868
550822,2011-04-21 09:26,jeudi,1007.9,15,538,Royaume-Uni,14001
550899,2011-04-21 12:07,jeudi,1009.69,54,489,Suisse,13505
550960,2011-04-21 16:39,jeudi,180.1,11,69,Allemagne,12622
550964,2011-04-21 16:48,jeudi,504.9,16,377,Royaume-Uni,15856
550974,2011-04-21 17:10,jeudi,173.46,11,126,Royaume-Uni,13862
550989,2011-04-21 18:22,jeudi,255.69,29,159,Royaume-Uni,13969
550998,2011-04-26 09:12,mardi,242.8,5,113,Autriche,12414
551054,2011-04-26 11:44,mardi,437.98,21,198,Danemark,12429
551187,2011-04-27 10:02,mercredi,362.9,5,163,Irlande,14911
551278,2011-04-27 13:13,mercredi,323.0,12,109,Suede,12483
551294,2011-04-27 14:43,mercredi,154.66,8,94,Royaume-Uni,13468
551346,2011-04-28 09:12,jeudi,495.24,29,275,Belgique,12362
551349,2011-04-28 10:03,jeudi,371.4,25,224,Royaume-Uni,14740
551389,2011-04-28 11:45,jeudi,209.1,8,147,France,12437
551398,2011-04-28 13:09,jeudi,436.3,23,267,Belgique,12417
551462,2011-04-28 16:11,jeudi,331.18,20,228,Royaume-Uni,15210
551467,2011-04-28 16:20,jeudi,286.88,8,85,Allemagne,12600
551531,2011-05-01 13:45,dimanche,654.17,59,375,Royaume-Uni,15376
551539,2011-05-03 08:40,mardi,528.88,20,368,France,12598
551544,2011-05-03 09:33,mardi,692.84,21,354,France,12683
551545,2011-05-03 09:34,mardi,24.9,1,6,France,12683
551552,2011-05-03 10:09,mardi,36.0,1,2,France,12598
551556,2011-05-03 10:30,mardi,150.32,10,113,Royaume-Uni,14191
551616,2011-05-03 11:40,mardi,157.75,38,90,Royaume-Uni,15048
551649,2011-05-03 12:02,mardi,202.48,4,122,France,12643
551652,2011-05-03 12:03,mardi,338.24,5,194,France,12643
551656,2011-05-03 12:10,mardi,619.2,37,297,Irlande,14911
551657,2011-05-03 12:12,mardi,545.01,31,235,Irlande,14911
551665,2011-05-03 12:35,mardi,374.0,22,230,Royaume-Uni,17442
551714,2011-05-03 15:15,mardi,173.08,16,80,Royaume-Uni,16806
551724,2011-05-03 17:12,mardi,209.99,50,125,Royaume-Uni,15976
551736,2011-05-04 10:47,mercredi,534.24,1,504,Canada,17443
551818,2011-05-04 11:57,mercredi,238.74,8,146,Allemagne,12569
551820,2011-05-04 12:11,mercredi,429.6,20,240,Allemagne,12645
551868,2011-05-04 16:29,mercredi,1380.11,41,747,Espagne,12540
551869,2011-05-04 16:36,mercredi,418.2,31,537,Royaume-Uni,16767
551886,2011-05-05 09:23,jeudi,129.18,7,49,Allemagne,12569
551887,2011-05-05 09:29,jeudi,236.0,11,100,France,12593
551950,2011-05-05 11:38,jeudi,366.86,23,193,Irlande,14911
551985,2011-05-05 14:38,jeudi,149.97,11,72,Belgique,12395
551988,2011-05-05 15:08,jeudi,154.8,11,116,Pologne,12576
551989,2011-05-05 15:12,jeudi,265.2,3,120,Royaume-Uni,14423
552008,2011-05-05 17:13,jeudi,311.2,3,20,Allemagne,12476
552013,2011-05-05 17:34,jeudi,2388.31,94,1771,Suisse,12451
552025,2011-05-05 18:04,jeudi,378.95,31,233,Royaume-Uni,13969
552028,2011-05-05 18:09,jeudi,64.06,4,37,Royaume-Uni,13969
552038,2011-05-06 08:08,vendredi,3869.18,20,1694,Irlande,14156
552176,2011-05-06 13:25,vendredi,127.38,25,94,Royaume-Uni,17516
552192,2011-05-06 14:16,vendredi,315.66,16,78,Royaume-Uni,15258
552202,2011-05-06 14:51,vendredi,165.85,6,42,Autriche,12414
552262,2011-05-08 11:37,dimanche,862.53,49,446,Irlande,14911
552277,2011-05-08 12:34,dimanche,354.8,66,173,Royaume-Uni,13642
552283,2011-05-08 12:48,dimanche,109.8,5,36,Royaume-Uni,13468
552290,2011-05-08 13:32,dimanche,369.75,79,420,Royaume-Uni,16007
552303,2011-05-08 15:15,dimanche,247.77,15,150,Royaume-Uni,14341
552305,2011-05-08 15:16,dimanche,119.75,7,65,Royaume-Uni,14341
552311,2011-05-08 15:22,dimanche,318.16,13,163,Royaume-Uni,15312
552320,2011-05-09 08:26,lundi,247.8,13,124,Royaume-Uni,13985
552321,2011-05-09 09:15,lundi,368.26,18,194,Royaume-Uni,17049
552322,2011-05-09 09:16,lundi,289.0,15,108,Royaume-Uni,17049
552325,2011-05-09 09:47,lundi,331.5,17,164,France,12490
552329,2011-05-09 10:06,lundi,315.3,15,114,Suisse,13492
552448,2011-05-09 13:45,lundi,111.15,17,31,Royaume-Uni,18120
552543,2011-05-10 10:22,mardi,480.9,22,494,Belgique,12399
552547,2011-05-10 10:34,mardi,1077.4,33,590,Royaume-Uni,13098
552559,2011-05-10 11:44,mardi,313.93,16,178,Royaume-Uni,15865
552575,2011-05-10 12:25,mardi,165.44,11,184,Royaume-Uni,14397
552649,2011-05-10 13:44,mardi,231.8,9,165,Allemagne,12592
552695,2011-05-10 15:31,mardi,852.68,47,654,Autre,16320
552710,2011-05-11 07:35,mercredi,1974.06,42,1015,Royaume-Uni,13098
552717,2011-05-11 09:42,mercredi,8.5,1,2,Suede,12483
552826,2011-05-11 13:20,mercredi,1637.43,75,859,France,14277
552839,2011-05-11 14:25,mercredi,785.79,51,280,Royaume-Uni,14367
552842,2011-05-11 14:29,mercredi,56.65,6,32,Royaume-Uni,17888
552844,2011-05-11 14:37,mercredi,375.0,17,204,Allemagne,12649
552848,2011-05-11 14:49,mercredi,61.95,3,21,Royaume-Uni,14367
552850,2011-05-11 14:54,mercredi,61.95,3,21,Royaume-Uni,14367
552869,2011-05-12 08:41,jeudi,367.75,27,302,Royaume-Uni,15106
552884,2011-05-12 10:15,jeudi,181.82,13,83,Belgique,12395
552905,2011-05-12 11:10,jeudi,656.3,35,370,Royaume-Uni,15974
552946,2011-05-12 11:50,jeudi,296.53,12,106,France,12683
552952,2011-05-12 12:10,jeudi,157.54,10,121,Royaume-Uni,13837
552957,2011-05-12 12:36,jeudi,2557.88,16,2794,Suede,17404
552975,2011-05-12 13:58,jeudi,589.01,42,391,Royaume-Uni,17932
552978,2011-05-12 14:46,jeudi,9341.26,67,4282,Allemagne,12590
552980,2011-05-12 14:52,jeudi,523.0,1,1,Allemagne,12590
553037,2011-05-13 08:10,vendredi,774.6,13,292,Allemagne,12471
553038,2011-05-13 08:11,vendredi,106.6,5,32,Allemagne,12471
553045,2011-05-13 09:33,vendredi,1351.45,12,743,Japon,12770
553143,2011-05-13 13:15,vendredi,89.25,6,33,France,12695
553161,2011-05-13 15:48,vendredi,415.28,23,268,France,12681
553203,2011-05-15 16:10,dimanche,603.78,18,139,Irlande,14911
553206,2011-05-16 08:16,lundi,1543.0,32,526,Irlande,14156
553208,2011-05-16 09:10,lundi,586.74,17,222,France,12674
553344,2011-05-16 12:45,lundi,298.8,4,72,Royaume-Uni,14952
553348,2011-05-16 13:20,lundi,754.81,35,711,Irlande,14911
553375,2011-05-16 14:52,lundi,1184.22,39,494,Irlande,14911
553404,2011-05-17 08:34,mardi,392.88,16,228,Royaume-Uni,14952
553405,2011-05-17 08:37,mardi,581.6,25,312,Royaume-Uni,14952
553406,2011-05-17 08:38,mardi,77.5,1,50,Royaume-Uni,14952
553415,2011-05-17 10:02,mardi,297.38,18,168,Belgique,12463
553462,2011-05-17 10:57,mardi,563.61,28,267,Royaume-Uni,17147
553472,2011-05-17 11:28,mardi,793.47,16,617,Royaume-Uni,15093
553547,2011-05-17 15:48,mardi,760.28,38,530,Allemagne,12474
553566,2011-05-18 09:09,mercredi,389.01,16,106,France,12690
553577,2011-05-18 10:34,mercredi,368.2,10,154,France,12437
553666,2011-05-18 12:18,mercredi,112.32,2,74,France,12679
553674,2011-05-18 12:50,mercredi,115.6,2,37,Suede,12483
553686,2011-05-18 13:58,mercredi,1414.36,60,636,Irlande,14911
553739,2011-05-19 09:23,jeudi,1073.09,46,361,Royaume-Uni,14895
553741,2011-05-19 09:37,jeudi,463.6,25,199,Allemagne,12520
553749,2011-05-19 09:59,jeudi,253.8,5,100,Royaume-Uni,13468
553752,2011-05-19 10:20,jeudi,211.55,11,95,Royaume-Uni,14896
553765,2011-05-19 10:43,jeudi,171.45,9,75,Royaume-Uni,17245
553829,2011-05-19 11:28,jeudi,188.1,10,114,Royaume-Uni,16455
553838,2011-05-19 12:10,jeudi,561.66,33,434,France,12620
553843,2011-05-19 12:29,jeudi,352.85,19,128,France,12553
553884,2011-05-19 15:36,jeudi,202.26,5,47,Allemagne,12600
553897,2011-05-19 17:23,jeudi,267.46,16,113,Irlande,14911
553900,2011-05-19 17:47,jeudi,89.0,4,20,Autre,12353
553901,2011-05-19 17:48,jeudi,936.34,30,284,Irlande,14911
553931,2011-05-20 10:27,vendredi,380.32,23,226,Irlande,14911
553935,2011-05-20 10:32,vendredi,772.57,63,615,Royaume-Uni,15856
553997,2011-05-20 11:34,vendredi,1118.4,14,473,France,12656
554038,2011-05-20 14:23,vendredi,294.72,13,128,Pays-Bas,12775
554083,2011-05-22 11:51,dimanche,212.93,47,190,Royaume-Uni,18125
554102,2011-05-22 13:40,dimanche,243.22,30,95,Royaume-Uni,14647
554104,2011-05-22 14:03,dimanche,984.85,53,582,Allemagne,12705
554106,2011-05-22 14:05,dimanche,718.96,44,386,Allemagne,12710
554110,2011-05-22 14:35,dimanche,111.4,5,32,Royaume-Uni,13468
554132,2011-05-23 09:43,lundi,1083.58,45,434,Autriche,12360
554134,2011-05-23 09:48,lundi,421.96,20,306,France,12583
554139,2011-05-23 10:34,lundi,1007.75,52,401,Irlande,14911
554147,2011-05-23 10:48,lundi,333.82,22,161,Belgique,12423
554158,2011-05-23 11:44,lundi,465.43,40,427,Royaume-Uni,15563
554263,2011-05-23 12:32,lundi,7.8,1,12,Allemagne,12474
554349,2011-05-24 08:49,mardi,278.78,17,196,Royaume-Uni,14191
554555,2011-05-25 10:08,mercredi,267.12,11,182,France,12437
554556,2011-05-25 10:11,mercredi,829.63,27,597,Royaume-Uni,13098
554650,2011-05-25 12:54,mercredi,568.74,30,377,France,12681
554664,2011-05-25 14:40,mercredi,76.8,3,40,Royaume-Uni,14397
554711,2011-05-26 10:41,jeudi,123.05,8,40,Allemagne,12654
554713,2011-05-26 10:43,jeudi,48.1,3,34,Allemagne,12654
554770,2011-05-26 11:40,jeudi,482.44,26,305,Irlande,14911
554776,2011-05-26 11:43,jeudi,5.8,1,4,Irlande,14911
554788,2011-05-26 12:00,jeudi,304.3,14,108,Royaume-Uni,12987
554791,2011-05-26 12:12,jeudi,5.8,1,4,Irlande,14911
554792,2011-05-26 12:38,jeudi,48.4,2,25,Espagne,12547
554842,2011-05-26 18:17,jeudi,555.71,34,251,Royaume-Uni,14740
554854,2011-05-27 09:39,vendredi,354.45,15,199,Royaume-Uni,16369
554861,2011-05-27 10:29,vendredi,716.73,38,342,Allemagne,12633
554938,2011-05-27 13:34,vendredi,726.43,34,651,Belgique,12876
554940,2011-05-27 13:49,vendredi,403.09,21,157,France,12494
554977,2011-05-29 11:03,dimanche,121.0,19,61,Royaume-Uni,16444
554985,2011-05-29 12:26,dimanche,582.73,30,258,Allemagne,12426
555003,2011-05-31 09:36,mardi,158.1,8,65,Pays-Bas,12787
555025,2011-05-31 11:21,mardi,474.02,26,114,Royaume-Uni,17648
555028,2011-05-31 11:22,mardi,49.5,3,6,Royaume-Uni,17648
555095,2011-05-31 13:32,mardi,1306.49,47,608,Espagne,12540
555107,2011-05-31 14:14,mardi,587.45,23,267,Italie,12594
555109,2011-05-31 14:19,mardi,322.85,41,175,Royaume-Uni,16023
555119,2011-05-31 15:22,mardi,155.0,10,48,Royaume-Uni,15163
555147,2011-05-31 15:41,mardi,906.4,42,364,Suisse,13505
555161,2011-06-01 09:26,mercredi,84.92,5,57,Belgique,12423
555162,2011-06-01 10:15,mercredi,672.19,35,557,Allemagne,12473
555201,2011-06-01 12:10,mercredi,397.36,27,388,Royaume-Uni,16969
555263,2011-06-01 15:47,mercredi,422.99,25,441,Royaume-Uni,15192
555383,2011-06-02 15:13,jeudi,766.95,134,420,Allemagne,12517
555407,2011-06-03 07:48,vendredi,419.8,15,329,Pays-Bas,12775
555410,2011-06-03 09:30,vendredi,347.9,15,182,Royaume-Uni,16239
555413,2011-06-03 09:50,vendredi,228.63,29,169,Royaume-Uni,17994
555470,2011-06-03 11:33,vendredi,264.4,13,107,Chypre,12455
555531,2011-06-05 11:53,dimanche,1939.52,18,1195,France,12678
555547,2011-06-05 13:13,dimanche,709.91,32,351,France,12681
555557,2011-06-05 14:06,dimanche,59.5,3,10,Royaume-Uni,13682
555559,2011-06-05 14:18,dimanche,300.2,20,206,Royaume-Uni,13862
555569,2011-06-05 15:29,dimanche,793.08,19,363,France,12727
555572,2011-06-05 15:37,dimanche,858.93,48,390,Belgique,12449
555574,2011-06-05 15:46,dimanche,437.19,23,134,Belgique,12417
555576,2011-06-05 15:52,dimanche,140.4,2,72,Royaume-Uni,13410
555588,2011-06-06 09:16,lundi,124.57,8,33,Royaume-Uni,16849
555644,2011-06-06 13:24,lundi,423.65,42,202,Royaume-Uni,16520
555650,2011-06-06 13:48,lundi,958.12,45,404,Irlande,14156
555726,2011-06-06 16:23,lundi,357.99,23,173,Espagne,12540
555728,2011-06-06 16:41,lundi,341.96,86,191,Royaume-Uni,17252
555739,2011-06-07 09:49,mardi,607.55,36,293,Belgique,12380
555836,2011-06-07 12:36,mardi,531.36,20,469,Royaume-Uni,13098
555853,2011-06-07 13:44,mardi,257.68,75,194,Royaume-Uni,14375
555858,2011-06-07 14:12,mardi,254.31,13,192,Irlande,14911
555931,2011-06-08 08:31,mercredi,833.16,44,378,Autre,17828
555937,2011-06-08 09:39,mercredi,669.36,30,467,France,12683
555940,2011-06-08 10:10,mercredi,357.6,9,98,Royaume-Uni,14191
555943,2011-06-08 10:15,mercredi,612.68,16,245,Suisse,13520
555945,2011-06-08 10:36,mercredi,511.3,8,64,Royaume-Uni,17409
555947,2011-06-08 10:45,mercredi,2233.28,57,2090,Irlande,14911
556042,2011-06-08 12:44,mercredi,1037.37,66,412,Royaume-Uni,14367
556050,2011-06-08 13:04,mercredi,279.04,16,128,Royaume-Uni,14367
556058,2011-06-08 13:54,mercredi,524.5,29,244,Royaume-Uni,13985
556060,2011-06-08 14:03,mercredi,1118.04,8,492,Irlande,14911
556071,2011-06-08 14:52,mercredi,481.36,29,497,Royaume-Uni,15974
556102,2011-06-08 16:15,mercredi,878.55,55,621,Royaume-Uni,13115
556105,2011-06-08 16:39,mercredi,307.9,17,259,Royaume-Uni,13466
556114,2011-06-09 09:36,jeudi,142.14,6,79,Allemagne,12569
556119,2011-06-09 10:05,jeudi,42.96,1,24,Italie,12594
556125,2011-06-09 10:20,jeudi,303.62,15,136,Royaume-Uni,12947
556126,2011-06-09 10:23,jeudi,338.0,22,245,Irlande,14911
556186,2011-06-09 11:46,jeudi,213.7,10,146,Royaume-Uni,14241
556190,2011-06-09 12:01,jeudi,72.52,4,28,Royaume-Uni,15780
556194,2011-06-09 12:20,jeudi,319.95,11,188,Suede,12483
556198,2011-06-09 12:30,jeudi,294.2,38,167,Royaume-Uni,14963
556201,2011-06-09 13:01,jeudi,382.52,18,196,Autre,12347
556203,2011-06-09 13:09,jeudi,130.08,5,145,Belgique,12399
556206,2011-06-09 13:46,jeudi,646.27,26,262,Irlande,14911
556214,2011-06-09 14:14,jeudi,301.32,20,455,Royaume-Uni,14913
556241,2011-06-09 16:04,jeudi,912.66,48,445,Espagne,12597
556247,2011-06-09 16:16,jeudi,270.55,15,138,Royaume-Uni,15058
556258,2011-06-09 17:48,jeudi,439.5,20,323,France,12694
556259,2011-06-09 17:53,jeudi,591.09,36,464,France,12721
556263,2011-06-09 18:41,jeudi,491.38,56,242,Royaume-Uni,13969
556283,2011-06-10 08:50,vendredi,314.11,17,193,Royaume-Uni,15628
556305,2011-06-10 10:38,vendredi,480.0,3,164,France,12643
556318,2011-06-10 10:49,vendredi,399.18,16,382,Royaume-Uni,16767
556341,2011-06-10 11:36,vendredi,506.19,26,223,Royaume-Uni,16614
556415,2011-06-10 12:19,vendredi,6207.08,64,3142,Suisse,12409
556434,2011-06-10 14:06,vendredi,658.78,26,267,Royaume-Uni,14895
556435,2011-06-10 14:08,vendredi,151.2,8,74,Royaume-Uni,14895
556454,2011-06-10 16:37,vendredi,40.8,1,48,Royaume-Uni,12947
556455,2011-06-10 16:46,vendredi,734.44,18,580,Royaume-Uni,15856
556463,2011-06-12 10:47,dimanche,360.18,14,716,France,12583
556469,2011-06-12 11:37,dimanche,583.2,13,345,Allemagne,12516
556474,2011-06-12 12:01,dimanche,363.7,81,163,Royaume-Uni,16007
556494,2011-06-12 14:57,dimanche,532.22,63,332,Royaume-Uni,17802
556496,2011-06-12 15:20,dimanche,45.0,1,36,Royaume-Uni,14397
556500,2011-06-13 07:58,lundi,102.72,6,32,Royaume-Uni,13468
556510,2011-06-13 10:36,lundi,821.32,42,427,Irlande,14911
556579,2011-06-13 14:16,lundi,1109.53,70,520,Royaume-Uni,15069
556816,2011-06-15 09:01,mercredi,501.64,13,359,France,12437
556822,2011-06-15 10:22,mercredi,143.3,9,154,Royaume-Uni,17155
556886,2011-06-15 12:34,mercredi,299.94,19,208,France,12624
556927,2011-06-15 14:47,mercredi,3876.86,27,2642,Irlande,14156
556928,2011-06-15 14:48,mercredi,606.72,4,384,Irlande,14156
556953,2011-06-16 08:16,jeudi,1012.86,33,268,Irlande,14911
