vente_id,date,prix,rue,arrondissement,surface,pieces,longitude,latitude,prix_m2
2024-1206259,2024-09-24,237864.0,RUE ETIENNE DOLET,20,28.0,2,2.38477,48.86777,8495.14
2024-1206290,2024-09-24,86000.0,RUE JEAN BEAUSIRE,4,25.0,1,2.36798,48.85419,3440.0
2024-1206304,2024-09-24,668000.0,AV JEAN JAURES,19,71.0,3,2.38411,48.88563,9408.45
2024-1206326,2024-09-24,245000.0,RUE LUCIEN SAMPAIX,10,21.0,2,2.36011,48.87091,11666.67
2024-1206329,2024-09-24,405000.0,RUE MANIN,19,38.0,2,2.37821,48.87722,10657.89
2024-1206453,2024-09-24,811500.0,RUE YVES TOUDIC,10,68.0,4,2.36485,48.86892,11933.82
2024-1206517,2024-09-24,380000.0,RUE STE ISAURE,18,54.0,3,2.34376,48.89353,7037.04
2024-1206530,2024-09-24,105000.0,AV SECRETAN,19,9.0,1,2.37583,48.8805,11666.67
2024-1206539,2024-09-24,176750.0,AV DE MARIGNY,8,13.0,1,2.3156,48.87091,13596.15
2024-1206954,2024-09-24,161850.0,RUE ARTHUR GROUSSIER,10,15.0,1,2.371,48.87194,10790.0
2024-1223526,2024-09-24,803000.0,RUE DE LA LANCETTE,12,62.0,2,2.39304,48.83743,12951.61
2024-1223616,2024-09-24,568000.0,BD AUGUSTE BLANQUI,13,55.0,2,2.3533,48.83113,10327.27
2024-1223620,2024-09-24,423600.0,BD ARAGO,13,39.0,3,2.34512,48.83472,10861.54
2024-1223631,2024-09-24,239000.0,RUE BLAINVILLE,5,17.0,1,2.34826,48.84423,14058.82
2024-1223648,2024-09-24,100000.0,QUAI D ORSAY,7,15.0,1,2.30291,48.86204,6666.67
2024-1223669,2024-09-24,758600.0,RUE EMMANUEL CHAUVIERE,15,80.0,3,2.27979,48.84318,9482.5
2024-1223670,2024-09-24,1031000.0,AV RAPP,7,86.0,3,2.30068,48.86063,11988.37
2024-1223675,2024-09-24,67000.0,RUE DE BASSANO,16,10.0,1,2.29747,48.86937,6700.0
2024-1223680,2024-09-24,165000.0,RUE DE LA GLACIERE,13,28.0,1,2.34494,48.83239,5892.86
2024-1223698,2024-09-24,1230700.0,RUE MARCELINE DESBORDESVALMORE,16,90.0,1,2.2761,48.85991,13674.44
2024-1223712,2024-09-24,314000.0,RUE DUMERIL,13,30.0,2,2.35703,48.83789,10466.67
2024-1223744,2024-09-24,795722.0,RUE MARTIN BERNARD,13,82.0,3,2.35036,48.827,9703.93
2024-1223765,2024-09-24,459200.0,RUE FRANCOIS COPPEE,15,58.0,3,2.28783,48.84014,7917.24
2024-1223819,2024-09-24,570000.0,AV DU MAINE,14,54.0,3,2.32431,48.83513,10555.56
2024-1223831,2024-09-24,1228000.0,RUE DU COLONEL OUDOT,12,111.0,4,2.40717,48.83772,11063.06
2024-1223833,2024-09-24,769000.0,RUE LASSON,12,101.0,5,2.40754,48.8433,7613.86
2024-1223838,2024-09-24,185000.0,RUE DES NANETTES,11,18.0,1,2.3834,48.86427,10277.78
2024-1223851,2024-09-24,250000.0,RUE DE LA FORGE ROYALE,11,28.0,1,2.38032,48.85143,8928.57
2024-1223852,2024-09-24,530000.0,RUE DE VOUILLE,15,64.0,3,2.30823,48.83326,8281.25
2024-1223891,2024-09-24,185000.0,RUE ROGER,14,27.0,1,2.32674,48.83528,6851.85
2024-1223892,2024-09-24,611000.0,RUE DU FBG ST ANTOINE,12,57.0,3,2.39337,48.84851,10719.3
2024-1223913,2024-09-24,260800.0,RUE JONAS,13,25.0,2,2.3505,48.82884,10432.0
2024-1223920,2024-09-24,1359500.0,RUE GUY DE MAUPASSANT,16,106.0,4,2.27369,48.86292,12825.47
2024-1223940,2024-09-24,354125.0,RUE MONTERA,12,30.0,1,2.40778,48.84516,11804.17
2024-1223942,2024-09-24,305000.0,RUE DE LOURMEL,15,34.0,1,2.28436,48.84029,8970.59
2024-1223953,2024-09-24,1160000.0,RUE MARCELINE DESBORDESVALMORE,16,110.0,2,2.2761,48.85991,10545.45
2024-1223975,2024-09-24,76100.0,RUE LEON FROT,11,10.0,1,2.38635,48.85608,7610.0
2024-1224042,2024-09-24,323810.0,RUE LEDION,14,50.0,2,2.31636,48.82688,6476.2
2024-1224046,2024-09-24,445000.0,RUE DE VAUGIRARD,15,52.0,2,2.31907,48.845,8557.69
2024-1224074,2024-09-24,606000.0,RUE DE LA VOUTE,12,64.0,5,2.40812,48.84576,9468.75
2024-1224095,2024-09-24,440760.0,PL ETIENNE PERNET,15,35.0,2,2.29184,48.84331,12593.14
2024-1224098,2024-09-24,260000.0,BD PASTEUR,15,26.0,1,2.31281,48.84157,10000.0
2024-1224101,2024-09-24,760000.0,AV D IENA,16,112.0,5,2.29598,48.87014,6785.71
2024-1224117,2024-09-24,390000.0,RUE DUVIVIER,7,36.0,1,2.30713,48.8571,10833.33
2024-1224130,2024-09-24,340000.0,RUE DE LA CROIX NIVERT,15,44.0,2,2.28974,48.83706,7727.27
2024-1224136,2024-09-24,501170.0,RUE JEAN DAUDIN,15,43.0,2,2.30697,48.8454,11655.12
2024-1224165,2024-09-24,264500.0,RUE CHARDON LAGACHE,16,29.0,1,2.26281,48.84043,9120.69
2024-1224173,2024-09-24,978935.0,AV DAUMESNIL,12,100.0,4,2.39119,48.84038,9789.35
2024-1224223,2024-09-24,1074000.0,PL VIOLET,15,106.0,4,2.29013,48.84514,10132.08
2024-1224286,2024-09-24,198500.0,AV DE CHOISY,13,25.0,1,2.36319,48.82296,7940.0
2024-1224313,2024-09-24,890000.0,RUE SAINT DIDIER,16,73.0,3,2.28844,48.86593,12191.78
2024-1224317,2024-09-24,370000.0,AV DE VERSAILLES,16,38.0,2,2.27343,48.84658,9736.84
2024-1224352,2024-09-24,605000.0,RUE D ALESIA,14,71.0,3,2.33097,48.82799,8521.13
2024-1224473,2024-09-24,530000.0,RUE DE MONTREUIL,11,50.0,2,2.38776,48.85027,10600.0
2024-1224488,2024-09-24,642000.0,RUE DU DEPART,14,50.0,2,2.3239,48.84208,12840.0
2024-1224502,2024-09-24,330000.0,CITE VOLTAIRE,11,36.0,2,2.38942,48.85268,9166.67
2024-1224509,2024-09-24,113000.0,RUE MICHAL,13,14.0,1,2.34794,48.82711,8071.43
2024-1224524,2024-09-24,445000.0,BD DE BELLEVILLE,11,24.0,1,2.38153,48.8678,18541.67
2024-1224588,2024-09-24,193000.0,RUE DE VAUGIRARD,15,20.0,1,2.30237,48.83935,9650.0
2024-1224646,2024-09-24,285000.0,RUE DU PERE CORENTIN,14,34.0,2,2.32715,48.82395,8382.35
2024-1224696,2024-09-24,480000.0,RUE BOBILLOT,13,50.0,3,2.34798,48.82398,9600.0
2024-1224705,2024-09-24,534000.0,BD DE GRENELLE,15,60.0,3,2.29073,48.85301,8900.0
2024-1224814,2024-09-24,180000.0,RUE DE CHARENTON,12,22.0,1,2.39008,48.83762,8181.82
2024-1224857,2024-09-24,349000.0,AV DE CHOISY,13,39.0,1,2.36173,48.8246,8948.72
2024-1224862,2024-09-24,290000.0,RUE JONQUOY,14,37.0,2,2.31606,48.82934,7837.84
2024-1224891,2024-09-24,304000.0,RUE LOUIS MORARD,14,24.0,1,2.31949,48.82888,12666.67
2024-1224909,2024-09-24,380000.0,RUE DE CHARENTON,12,35.0,2,2.37533,48.84893,10857.14
2024-1224910,2024-09-24,542025.0,AV PARMENTIER,11,52.0,2,2.37615,48.86422,10423.56
2024-1224982,2024-09-24,447000.0,BD DU MONTPARNASSE,14,50.0,3,2.33167,48.84091,8940.0
2024-1225218,2024-09-24,1200000.0,RUE SEDAINE,11,120.0,5,2.37206,48.85612,10000.0
2024-1225629,2024-09-24,375365.0,RUE DE GRENELLE,7,24.0,1,2.30844,48.85862,15640.21
2024-1205266,2024-09-25,495000.0,RUE DU MONT CENIS,18,54.0,3,2.34376,48.89103,9166.67
2024-1205286,2024-09-25,856000.0,COUR DES PETITES ECURIES,10,100.0,5,2.35139,48.87273,8560.0
2024-1205402,2024-09-25,277400.0,RUE JEAN-BAPTISTE PIGALLE,9,22.0,2,2.33391,48.87991,12609.09
2024-1205427,2024-09-25,548117.8,RUE DUHESME,18,49.0,2,2.3407,48.89169,11186.08
2024-1205455,2024-09-25,93600.0,RUE DU FBG DU TEMPLE,10,14.0,1,2.37358,48.87098,6685.71
2024-1205496,2024-09-25,345000.0,RUE MANIN,19,48.0,2,2.39255,48.88531,7187.5
2024-1205513,2024-09-25,125000.0,RUE DE L EVANGILE,18,23.0,1,2.36284,48.89298,5434.78
2024-1205532,2024-09-25,756000.0,AV DE VILLIERS,17,63.0,3,2.29411,48.88556,12000.0
2024-1205553,2024-09-25,400000.0,RUE HEGESIPPE MOREAU,18,48.0,1,2.32694,48.8873,8333.33
2024-1205580,2024-09-25,335000.0,RUE DES MOINES,17,39.0,3,2.32009,48.88995,8589.74
2024-1205581,2024-09-25,120000.0,RUE DES MOINES,17,13.0,1,2.31994,48.88905,9230.77
2024-1205595,2024-09-25,721345.0,RUE M. ELEONORE DE BELLEFOND,9,60.0,3,2.34849,48.87779,12022.42
2024-1205609,2024-09-25,145000.0,BD ORNANO,18,16.0,1,2.34554,48.89605,9062.5
2024-1205621,2024-09-25,310000.0,AV DE SAINT-OUEN,17,35.0,2,2.32556,48.88852,8857.14
2024-1205652,2024-09-25,410000.0,RUE JOUFFROY D'ABBANS,17,57.0,3,2.31302,48.88728,7192.98
2024-1205666,2024-09-25,219000.0,RUE LEON,18,26.0,2,2.3534,48.88828,8423.08
2024-1205725,2024-09-25,412000.0,PAS DU BUISSON ST LOUIS,10,48.0,2,2.37314,48.87287,8583.33
2024-1205757,2024-09-25,382000.0,RUE DES PYRENEES,20,51.0,2,2.39993,48.86123,7490.2
2024-1205762,2024-09-25,1829750.0,RUE ETIENNE MARCEL,2,108.0,4,2.3423,48.86584,16942.13
2024-1205807,2024-09-25,336950.0,RUE DES RONDEAUX,20,44.0,2,2.39711,48.86398,7657.95
2024-1205815,2024-09-25,275000.0,RUE BROCHANT,17,20.0,1,2.31783,48.88932,13750.0
2024-1205829,2024-09-25,2956730.0,QUAI DE BOURBON,4,125.0,7,2.35415,48.85314,23653.84
2024-1205836,2024-09-25,533105.0,RUE DE MENILMONTANT,20,59.0,3,2.3856,48.86737,9035.68
2024-1205921,2024-09-25,350000.0,RUE STE ISAURE,18,31.0,2,2.34395,48.89385,11290.32
2024-1205924,2024-09-25,191000.0,RUE PUGET,18,20.0,1,2.33375,48.88393,9550.0
2024-1205928,2024-09-25,259000.0,RUE DE CHAUMONT,19,29.0,1,2.37229,48.88118,8931.03
2024-1205931,2024-09-25,593000.0,RUE DE LAGNY,20,62.0,4,2.40074,48.84936,9564.52
2024-1205932,2024-09-25,260000.0,RUE SAINT BLAISE,20,38.0,2,2.40683,48.8579,6842.11
2024-1205950,2024-09-25,130000.0,RUE SAINT MAUR,10,24.0,2,2.37202,48.87112,5416.67
2024-1205952,2024-09-25,272950.0,RUE CHAMPIONNET,18,37.0,2,2.35221,48.89497,7377.03
2024-1205972,2024-09-25,206000.0,RUE D ALGER,1,17.0,1,2.33007,48.86532,12117.65
2024-1206100,2024-09-25,163000.0,RUE VILLIERS ISLE ADAM,20,38.0,2,2.39861,48.86877,4289.47
2024-1206104,2024-09-25,1098880.0,RUE D HAUTEVILLE,10,107.0,3,2.35124,48.8749,10269.91
2024-1206107,2024-09-25,531900.0,RUE DU MONT CENIS,18,55.0,3,2.34293,48.89031,9670.91
2024-1206124,2024-09-25,665000.0,BD ORNANO,18,98.0,5,2.34816,48.89404,6785.71
2024-1206132,2024-09-25,385000.0,RUE CARDUCCI,19,49.0,2,2.38639,48.87703,7857.14
2024-1206134,2024-09-25,525500.0,RUE ROCROY,10,58.0,3,2.35062,48.88045,9060.34
2024-1206150,2024-09-25,417000.0,RUE RAMPAL,19,52.0,2,2.37931,48.87323,8019.23
2024-1206196,2024-09-25,1117850.0,BD DE MAGENTA,10,118.0,4,2.35322,48.87991,9473.31
2024-1206258,2024-09-25,134500.0,RUE DE CHARTRES,18,20.0,1,2.35437,48.88443,6725.0
2024-1206417,2024-09-25,357800.0,RUE MARX DORMOY,18,46.0,2,2.35866,48.88588,7778.26
2024-1206458,2024-09-25,400000.0,RUE RAMEY,18,40.0,3,2.34497,48.89177,10000.0
2024-1206624,2024-09-25,560000.0,RUE JEAN-BAPTISTE PIGALLE,9,51.0,2,2.33622,48.88168,10980.39
2024-1206649,2024-09-25,163000.0,RUE VAUVENARGUES,18,18.0,1,2.32958,48.89688,9055.56
2024-1206650,2024-09-25,255000.0,AV SECRETAN,19,30.0,2,2.37208,48.88207,8500.0
2024-1206660,2024-09-25,1245000.0,RUE DE CONSTANTINOPLE,8,130.0,5,2.32069,48.88007,9576.92
2024-1206688,2024-09-25,353354.0,AV DE WAGRAM,17,29.0,2,2.30296,48.88382,12184.62
2024-1223576,2024-09-25,600000.0,RUE DU CHEMIN VERT,11,56.0,3,2.37255,48.85889,10714.29
2024-1223613,2024-09-25,1752240.0,RUE VINEUSE,16,128.0,5,2.28423,48.8592,13689.38
2024-1223649,2024-09-25,210000.0,RUE PERNETY,14,19.0,2,2.3183,48.83367,11052.63
2024-1223709,2024-09-25,520000.0,RUE CAMILLE DESMOULINS,11,54.0,2,2.38179,48.85937,9629.63
2024-1223751,2024-09-25,381450.0,RUE DU THEATRE,15,45.0,3,2.29376,48.84631,8476.67
2024-1223752,2024-09-25,335000.0,RUE JEAN DE LA FONTAINE,16,37.0,2,2.26994,48.8505,9054.05
2024-1223811,2024-09-25,400000.0,RUE MIOLLIS,15,38.0,1,2.30335,48.84481,10526.32
2024-1223828,2024-09-25,1080000.0,RUE FALGUIERE,15,136.0,3,2.31213,48.83891,7941.18
2024-1223832,2024-09-25,501100.0,AV VICTOR HUGO,16,56.0,2,2.29027,48.87138,8948.21
2024-1223866,2024-09-25,568000.0,RUE DE TOUL,12,62.0,3,2.40212,48.83874,9161.29
2024-1223898,2024-09-25,423000.0,RUE JULES CHAPLAIN,6,36.0,3,2.33037,48.84296,11750.0
2024-1223902,2024-09-25,375000.0,RUE DAGUERRE,14,37.0,3,2.32846,48.83414,10135.14
2024-1223934,2024-09-25,850000.0,RUE FROIDEVAUX,14,89.0,4,2.3304,48.83526,9550.56
2024-1223935,2024-09-25,385346.0,RUE BOILEAU,16,43.0,2,2.26273,48.8411,8961.53
2024-1223945,2024-09-25,473000.0,BD RASPAIL,14,58.0,2,2.33039,48.83831,8155.17
2024-1223987,2024-09-25,420000.0,RUE DE LA SANTE,14,54.0,3,2.3409,48.83281,7777.78
2024-1224019,2024-09-25,228000.0,RUE BLOMET,15,28.0,2,2.29393,48.83678,8142.86
2024-1224048,2024-09-25,302500.0,RUE DE PICPUS,12,38.0,2,2.40194,48.8382,7960.53
2024-1224053,2024-09-25,201000.0,PAS COURTOIS,11,18.0,1,2.38662,48.85675,11166.67
2024-1224150,2024-09-25,349500.0,RUE CAMBRONNE,15,35.0,2,2.30258,48.84451,9985.71
2024-1224178,2024-09-25,1095000.0,AV PHILIPPE AUGUSTE,11,110.0,5,2.3904,48.85652,9954.55
2024-1224192,2024-09-25,450000.0,RUE DE BELFORT,11,45.0,3,2.38454,48.85672,10000.0
2024-1224196,2024-09-25,650000.0,RUE LECOURBE,15,81.0,4,2.28269,48.83623,8024.69
2024-1224197,2024-09-25,1135000.0,RUE ST GUILLAUME,7,83.0,2,2.32776,48.85421,13674.7
2024-1224206,2024-09-25,1205000.0,BD RICHARD LENOIR,11,111.0,4,2.3732,48.86094,10855.86
2024-1224262,2024-09-25,340000.0,RUE DE LA ROQUETTE,11,36.0,2,2.3786,48.85672,9444.44
2024-1224263,2024-09-25,243000.0,AV D ITALIE,13,30.0,2,2.35797,48.82561,8100.0
2024-1224271,2024-09-25,165000.0,RUE DE LA VISTULE,13,15.0,1,2.36045,48.82292,11000.0
2024-1224389,2024-09-25,117000.0,RUE DE CHARONNE,11,17.0,1,2.37653,48.8531,6882.35
2024-1224487,2024-09-25,685000.0,RUE DU COMMERCE,15,50.0,2,2.29297,48.84416,13700.0
2024-1224537,2024-09-25,833000.0,RUE GAY-LUSSAC,5,90.0,4,2.34225,48.84338,9255.56
2024-1224543,2024-09-25,209675.0,RUE DUNOIS,13,25.0,1,2.36623,48.83282,8387.0
2024-1224587,2024-09-25,655000.0,RUE DU MOULIN DES PRES,13,62.0,2,2.35341,48.82726,10564.52
2024-1224592,2024-09-25,175000.0,RUE SEDAINE,11,42.0,2,2.37557,48.85755,4166.67
2024-1224607,2024-09-25,360000.0,RUE D ALESIA,14,42.0,2,2.32187,48.82987,8571.43
2024-1224644,2024-09-25,342100.0,RUE GAMBEY,11,30.0,1,2.3718,48.86502,11403.33
2024-1224666,2024-09-25,195000.0,RUE DE CHARENTON,12,28.0,2,2.39089,48.8384,6964.29
2024-1224675,2024-09-25,245000.0,RUE D ALESIA,14,29.0,2,2.33093,48.8276,8448.28
2024-1224767,2024-09-25,215000.0,BD DE REUILLY,12,25.0,1,2.40001,48.83926,8600.0
2024-1224785,2024-09-25,935000.0,RUE ST DOMINIQUE,7,75.0,4,2.3076,48.85954,12466.67
2024-1224848,2024-09-25,940000.0,RUE GABRIEL LAME,12,91.0,4,2.38535,48.8347,10329.67
2024-1224881,2024-09-25,106000.0,RUE BRANCION,15,30.0,2,2.30483,48.83391,3533.33
2024-1224889,2024-09-25,242000.0,RUE LOUIS MORARD,14,21.0,1,2.31949,48.82888,11523.81
2024-1224902,2024-09-25,500000.0,RUE MICHEL ANGE,16,64.0,3,2.25755,48.84016,7812.5
2024-1224955,2024-09-25,430000.0,SQ GRANGE,13,46.0,3,2.34479,48.83593,9347.83
2024-1225058,2024-09-25,797000.0,RUE DE LOURMEL,15,102.0,5,2.28035,48.83686,7813.73
2024-1225183,2024-09-25,2300000.0,RUE DE LA PLANCHE,7,140.0,5,2.32529,48.85343,16428.57
2024-1205337,2024-09-26,492150.0,RUE DES RIGOLES,20,34.0,2,2.39242,48.87242,14475.0
2024-1205397,2024-09-26,1571500.0,RUE JEAN JACQUES ROUSSEAU,1,99.0,4,2.34392,48.86395,15873.74
2024-1205405,2024-09-26,3560000.0,RUE SAINT FLORENTIN,1,205.0,9,2.32435,48.86706,17365.85
2024-1205422,2024-09-26,285000.0,RUE DU MONT CENIS,18,34.0,2,2.34458,48.89332,8382.35
2024-1205433,2024-09-26,1910000.0,QUAI DES CELESTINS,4,146.0,5,2.3627,48.85147,13082.19
2024-1205446,2024-09-26,420000.0,RUE DE TURENNE,3,55.0,2,2.36436,48.85966,7636.36
2024-1205447,2024-09-26,1420000.0,AV JUNOT,18,73.0,3,2.33556,48.88904,19452.05
2024-1205484,2024-09-26,200000.0,RUE DES FONTAINES DU TEMPLE,3,14.0,1,2.35927,48.86549,14285.71
2024-1205486,2024-09-26,740000.0,RUE DE TOCQUEVILLE,17,86.0,3,2.31174,48.88448,8604.65
2024-1205495,2024-09-26,559430.0,RUE DE DUNKERQUE,9,65.0,2,2.34735,48.8821,8606.62
2024-1205507,2024-09-26,1150000.0,BD PEREIRE,17,97.0,4,2.29227,48.88191,11855.67
2024-1205523,2024-09-26,325000.0,RUE DE L ATLAS,19,42.0,2,2.37603,48.87515,7738.1
2024-1205525,2024-09-26,592500.0,RUE FRANCOIS MIRON,4,42.0,3,2.35822,48.85563,14107.14
2024-1205531,2024-09-26,270000.0,RUE DE L OURCQ,19,30.0,2,2.37447,48.89404,9000.0
2024-1205564,2024-09-26,440500.0,RUE DE L ECHIQUIER,10,47.0,2,2.352,48.87149,9372.34
2024-1205574,2024-09-26,353000.0,RUE DES COURONNES,20,57.0,3,2.38423,48.86971,6192.98
2024-1205589,2024-09-26,668900.0,RUE MARCADET,18,58.0,3,2.34661,48.89006,11532.76
2024-1205639,2024-09-26,195000.0,RUE DE LA JONQUIERE,17,25.0,1,2.3172,48.89492,7800.0
2024-1205641,2024-09-26,1150000.0,RUE DES ARCHIVES,4,111.0,6,2.35606,48.85974,10360.36
2024-1205645,2024-09-26,180000.0,RUE SAUSSURE,17,19.0,1,2.31727,48.88352,9473.68
2024-1205646,2024-09-26,642700.0,RUE DES ARCHIVES,3,50.0,3,2.35981,48.86277,12854.0
2024-1205649,2024-09-26,636500.0,RUE DE DUNKERQUE,9,65.0,4,2.34508,48.8824,9792.31
2024-1205661,2024-09-26,255000.0,ALL ANNE DE BEAUJEU,19,18.0,1,2.37332,48.87868,14166.67
2024-1205684,2024-09-26,2456000.0,RUE DE BRETAGNE,3,142.0,5,2.36129,48.86322,17295.77
2024-1205694,2024-09-26,520000.0,PAS DOISY,17,47.0,2,2.29231,48.87829,11063.83
2024-1205702,2024-09-26,426650.0,VLA FAUCHEUR,20,51.0,2,2.38641,48.87212,8365.69
2024-1205724,2024-09-26,2200000.0,RUE DE BRAQUE,3,128.0,3,2.3566,48.86076,17187.5
2024-1205727,2024-09-26,610000.0,RUE ORDENER,18,87.0,4,2.33373,48.89356,7011.49
2024-1205730,2024-09-26,200000.0,RUE FERDINAND FLOCON,18,24.0,1,2.3463,48.89157,8333.33
2024-1205745,2024-09-26,450000.0,RUE DU SURMELIN,20,49.0,2,2.40509,48.86935,9183.67
2024-1205774,2024-09-26,422630.0,RUE DE CLIGNANCOURT,18,50.0,4,2.34818,48.88724,8452.6
2024-1205792,2024-09-26,469800.0,RUE DU TEMPLE,4,32.0,2,2.35534,48.86035,14681.25
2024-1205799,2024-09-26,530000.0,RUE DU FG POISSONNIERE,9,50.0,2,2.34746,48.87274,10600.0
2024-1205837,2024-09-26,767760.0,RUE MARCADET,18,73.0,3,2.34715,48.89064,10517.26
2024-1205880,2024-09-26,116000.0,RUE DES GRANDS CHAMPS,20,17.0,1,2.40666,48.85172,6823.53
2024-1205883,2024-09-26,185000.0,RUE DE LA GRANGE BATELIERE,9,16.0,1,2.34208,48.87327,11562.5
2024-1205888,2024-09-26,258000.0,RUE DE L ERMITAGE,20,28.0,2,2.3919,48.87075,9214.29
2024-1205895,2024-09-26,621976.0,AV DE SAINT-OUEN,17,51.0,2,2.32543,48.88955,12195.61
2024-1205911,2024-09-26,465000.0,RUE DES PYRENEES,20,51.0,2,2.39406,48.87063,9117.65
2024-1205914,2024-09-26,315000.0,RUE VERNIER,17,37.0,1,2.29057,48.88362,8513.51
2024-1206002,2024-09-26,291000.0,RUE DU SOLEIL,20,49.0,2,2.39512,48.8735,5938.78
2024-1206014,2024-09-26,320000.0,RUE MONTCALM,18,36.0,1,2.33922,48.89406,8888.89
2024-1206022,2024-09-26,341000.0,AV DE SAINT-OUEN,17,40.0,2,2.32543,48.88955,8525.0
2024-1206028,2024-09-26,216000.0,RUE DU FBG ST MARTIN,10,24.0,2,2.36562,48.882,9000.0
2024-1206030,2024-09-26,209000.0,BD ORNANO,18,26.0,2,2.34703,48.8942,8038.46
2024-1206050,2024-09-26,288000.0,AV TAILLADE,20,36.0,2,2.39403,48.87484,8000.0
2024-1206054,2024-09-26,245000.0,PAS DES ABBESSES,18,26.0,2,2.33845,48.88498,9423.08
2024-1206099,2024-09-26,170000.0,RUE DE LA VILLETTE,19,18.0,1,2.38865,48.87836,9444.44
2024-1206102,2024-09-26,522500.0,RUE SAINT MARTIN,4,74.0,3,2.35048,48.85965,7060.81
2024-1206159,2024-09-26,70000.0,RUE SAINT BON,4,24.0,1,2.3508,48.85842,2916.67
2024-1206185,2024-09-26,267000.0,RUE DE L EQUERRE,19,29.0,2,2.38221,48.8746,9206.9
2024-1206272,2024-09-26,382500.0,RUE MARGUERITE DE ROCHECHOUART,9,45.0,3,2.34501,48.87688,8500.0
2024-1206332,2024-09-26,4500000.0,AV MONTAIGNE,8,250.0,5,2.30264,48.86564,18000.0
2024-1206516,2024-09-26,310000.0,RUE LABOIS ROUILLON,19,36.0,3,2.37182,48.89353,8611.11
2024-1206531,2024-09-26,203790.0,RUE LA GRANGE AUX BELLES,10,20.0,1,2.36489,48.8734,10189.5
2024-1223779,2024-09-26,537600.0,AV HENRI MARTIN,16,39.0,1,2.27707,48.86455,13784.62
2024-1223780,2024-09-26,634000.0,BD KELLERMANN,13,67.0,3,2.35683,48.82059,9462.69
2024-1223801,2024-09-26,810000.0,RUE DE L AMIRAL ROUSSIN,15,84.0,4,2.29975,48.84559,9642.86
2024-1223856,2024-09-26,260000.0,PAS DU CHAROLAIS,12,36.0,1,2.38716,48.84052,7222.22
2024-1223864,2024-09-26,457000.0,RUE DE CHARENTON,12,53.0,3,2.38852,48.83922,8622.64
2024-1223885,2024-09-26,255500.0,RUE DU CHERCHE-MIDI,6,20.0,1,2.32043,48.84576,12775.0
2024-1223895,2024-09-26,508000.0,BD AUGUSTE BLANQUI,13,38.0,2,2.3448,48.83132,13368.42
2024-1223897,2024-09-26,615000.0,RUE DU FBG ST ANTOINE,11,69.0,3,2.39098,48.84949,8913.04
2024-1223907,2024-09-26,317000.0,RUE VALETTE,5,28.0,1,2.34685,48.84706,11321.43
2024-1223916,2024-09-26,314000.0,RUE VANDREZANNE,13,35.0,3,2.35289,48.82788,8971.43
2024-1223929,2024-09-26,330000.0,RUE DE LA PIERRE LEVEE,11,36.0,2,2.37041,48.86795,9166.67
2024-1223930,2024-09-26,422400.0,RUE RAYNOUARD,16,45.0,2,2.27654,48.85352,9386.67
2024-1223954,2024-09-26,280000.0,BD MASSENA,13,39.0,3,2.36295,48.81876,7179.49
2024-1224013,2024-09-26,570000.0,RUE DE LA ROQUETTE,11,44.0,3,2.37213,48.85478,12954.55
2024-1224025,2024-09-26,757530.0,RUE GINOUX,15,85.0,4,2.28806,48.84819,8912.12
2024-1224051,2024-09-26,183000.0,RUE ESQUIROL,13,20.0,1,2.36094,48.8339,9150.0
2024-1224102,2024-09-26,550000.0,RUE LEKAIN,16,75.0,3,2.27829,48.85678,7333.33
2024-1224157,2024-09-26,186000.0,RUE DU CHEVALERET,13,21.0,2,2.37509,48.83002,8857.14
2024-1224188,2024-09-26,279000.0,RUE DU FBG ST ANTOINE,11,40.0,2,2.37561,48.85183,6975.0
2024-1224301,2024-09-26,1925000.0,RUE CASIMIR PERIER,7,105.0,4,2.31862,48.85742,18333.33
2024-1224362,2024-09-26,667000.0,RUE JUSSIEU,5,50.0,3,2.35541,48.84573,13340.0
2024-1224378,2024-09-26,880000.0,RUE LINNE,5,75.0,2,2.35444,48.84389,11733.33
2024-1224382,2024-09-26,296000.0,AV DU DOC ARNOLD NETTER,12,47.0,2,2.40438,48.84413,6297.87
2024-1224393,2024-09-26,375000.0,RUE BLOMET,15,33.0,2,2.3079,48.8433,11363.64
2024-1224442,2024-09-26,210000.0,RUE DU CDT LEANDRI,15,20.0,1,2.29212,48.83876,10500.0
2024-1224483,2024-09-26,966450.0,RUE MICHEL ANGE,16,100.0,4,2.25775,48.84032,9664.5
2024-1224490,2024-09-26,383300.0,RUE DU COLONEL OUDOT,12,46.0,2,2.40717,48.83772,8332.61
2024-1224493,2024-09-26,505330.0,RUE CLAUDE LORRAIN,16,50.0,2,2.26011,48.84186,10106.6
2024-1224495,2024-09-26,505060.0,RUE VANDREZANNE,13,76.0,3,2.35463,48.82915,6645.53
2024-1224496,2024-09-26,625000.0,RUE SCHEFFER,16,63.0,2,2.28446,48.86074,9920.63
2024-1224497,2024-09-26,738000.0,BD VOLTAIRE,11,70.0,3,2.37102,48.86276,10542.86
2024-1224516,2024-09-26,536000.0,RUE VICTOR DURUY,15,52.0,3,2.29791,48.83765,10307.69
2024-1224531,2024-09-26,140000.0,RUE DE CROULEBARBE,13,15.0,1,2.34908,48.83104,9333.33
2024-1224561,2024-09-26,473700.0,AV DU MAINE,14,52.0,3,2.32418,48.83556,9109.62
2024-1224563,2024-09-26,140000.0,RUE DU COMMANDEUR,14,17.0,1,2.3317,48.82863,8235.29
