vente_id,date,prix,rue,arrondissement,type_local,surface,pieces,longitude,latitude
2024-1229186,31.12.2024,"440000,00",RUE CAMBRONNE,15, Appartement,71.0,3.0,2.30389,48.84138
2024-1208496,28/11/2024,"280000,00",RUE EUGENE CARRIERE,18,Dépendance ,,0.0,2.33197,48.88904
2024-1208963,12.12.2024,"5535000,00",RUE EUGENIE LEGRAND,20, Appartement,65.0,3.0,2.39917,48.86186
2024-1214326,28.03.2024,"543000,00",RUE DU MOULINET,13,Appartement,75.0,3.0,2.35519,48.82684
2024-1200726,11/06/2024,"209000,00",BD DE LA VILLETTE,19,APPARTEMENT,31.0,1.0,2.3737,48.87595
2024-1213709,20.02.2024,"240000,00",RUE SAINT MAUR,11,DÉPENDANCE,,0.0,2.38276,48.8601
2024-1208546,26/11/2024,"355000,00",RUE DOUDEAUVILLE,18,Dépendance ,,0.0,2.35648,48.88899
2024-1209133,12/12/2024,"20000,00",PL DE L ALMA,8, Dépendance,,0.0,2.30188,48.86512
2024-1227585,16/12/2024,"286000,00",AV REILLE,14,Dépendance,,0.0,2.33359,48.82375
2024-1217054,06/05/2024,"241250,00",RUE DU RANELAGH,16, Appartement,19.0,1.0,2.27354,48.85501
2024-1195235,23/02/2024,"50,00",RUE POISSONNIERE,2, Dépendance,,0.0,2.3475,48.86989
2024-1209857,10.12.2024,"140000,00",RUE BOUCRY,18,Appartement,27.0,1.0,2.36237,48.89458
2024-1199951,27/05/2024,"564450,00",RUE DULONG,17,Appartement ,41.0,2.0,2.31674,48.8843
2024-1210886,18/01/2024,"330000,00",VLA JEAN GODARD,12,Appartement ,43.0,3.0,2.40548,48.83533
2024-1219253,14/06/2024,"170000,00",RUE CAMILLE CRESPIN DU GAST,11,APPARTEMENT,23.0,2.0,2.38171,48.86564
2024-1213855,22/03/2024,"1700000,00",PL DU COLONEL BOURGOIN,12, Appartement,60.0,3.0,2.38297,48.84465
2024-1198362,22.04.2024,"290000,00",RUE BAUDELIQUE,18,DÉPENDANCE,,0.0,2.3475,48.89249
2024-1225696,18.10.2024,"285000,00",AV DE BRETEUIL,7, Dépendance,,0.0,2.31102,48.84977
2024-1205269,30.08.2024,"630000,00 €",QUAI DE VALMY,10, Appartement,59.0,3.0,2.36628,48.86931
2024-1204222,27/08/2024,"450000,00",RUE DE L OURCQ,19,Dépendance,,0.0,2.37712,48.89243
2024-1206531,26/09/2024,"203790,00",RUE LA GRANGE AUX BELLES,10,Dépendance,,0.0,2.36489,48.8734
2024-1218493,11.06.2024,"353050,00",RUE JEAN NICOT,7,DÉPENDANCE,,0.0,2.30724,48.86012
2024-1218500,10/06/2024,"490000,00",RUE DESNOUETTES,15, Appartement,54.0,3.0,2.29157,48.83554
2024-1218716,12.06.2024,"647250,00",RUE CHALGRIN,16, Appartement,68.0,2.0,2.28895,48.87436
2024-1203739,08.08.2024,"1152000,00",RUE BALNY D AVRICOURT,17,Appartement ,102.0,4.0,2.29732,48.88295
2024-1214847,02/04/2024,"550050,00",BD AUGUSTE BLANQUI,13,Dépendance ,,0.0,2.34281,48.83195
2024-1204594,10.09.2024,"566000,00",BD PEREIRE,17,Appartement,56.0,4.0,2.31167,48.88766
2024-1199016,03/05/2024,"2100,00",PL VENDOME,1,Appartement ,68.0,2.0,2.33069,48.86711
2024-1226383,15.11.2024,"1290442,00",RUE EMILE DUCLAUX,15, Appartement,141.0,5.0,2.30844,48.84329
2024-1225689,30/10/2024,"248000,00",RUE ROSENWALD,15, Appartement,26.0,1.0,2.30663,48.83371
2024-1198121,08.04.2024,"902400,00 €",RUE NOLLET,17,Appartement,83.0,4.0,2.31922,48.88841
2024-1204784,27/08/2024,"240000,00",RUE DU TRANSVAAL,20,Appartement,29.0,1.0,2.38855,48.8714
2024-1217229,17.05.2024,"26000000,00",RUE DE MEDICIS,6,APPARTEMENT,18.0,1.0,2.33935,48.84891
2024-1222056,29/07/2024,"112000,00",RUE DU CHEMIN VERT,11,Appartement,16.0,1.0,2.37655,48.8594
2024-1217384,28/05/2024,"230000,00",RUE CAMBRONNE,15,Appartement,34.0,2.0,2.30424,48.84088
2024-1201101,20/06/2024,"750000,00",RUE DE ROME,8,Dépendance ,,0.0,2.32115,48.88122
2024-1198404,02/05/2024,"750000,00",RUE SAUSSURE,17,APPARTEMENT,74.0,3.0,2.30703,48.88917
2024-1222902,05.09.2024,"267277,00",RUE POPINCOURT,11, Appartement,24.0,2.0,2.37809,48.85764
2024-1205304,04/09/2024,"137700,00 €",RUE D HAUTEVILLE,10,APPARTEMENT,10.0,1.0,2.3502,48.87372
2024-1219438,26.06.2024,"27211160,00 €",RUE DE CASABLANCA,15,APPARTEMENT,53.0,2.0,2.28921,48.83869
2024-1215140,15.04.2024,"182400,00 €",RUE DE L ABBE GROULT,15,Dépendance,,0.0,2.29404,48.84285
2024-1220874,03/07/2024,"733784,00 €",RUE CHARBONNEL,13,DÉPENDANCE,,0.0,2.34262,48.82207
2024-1199055,30/04/2024,"1,00",RUE MESLAY,3,Appartement ,13.0,1.0,2.35993,48.8675
2024-1227211,19/11/2024,"450000,00",RUE CLER,7,DÉPENDANCE,,0.0,2.3068,48.85645
2024-1194898,01.02.2024,"185000,00",RUE DE ROUEN,19,APPARTEMENT,22.0,1.0,2.37435,48.88772
2024-1207430,30.10.2024,"6900000,00",AV MARCEAU,8,Appartement,290.0,6.0,2.2999,48.86731
2024-1212183,19/02/2024,"499600,00",RUE DE TOUL,12, Dépendance,,0.0,2.40353,48.84053
2024-1228850,18/12/2024,"315000,00",RUE LOUIS MORARD,14,Dépendance ,,0.0,2.31949,48.82888
2024-1218370,30/05/2024,"271099,00",RUE HALLE,14,Dépendance,,0.0,2.33414,48.83066
2024-1205034,04.09.2024,"620000,00",RUE DE THORIGNY,3,DÉPENDANCE,,0.0,2.3636,48.85997
2024-1195170,02/02/2024,"90000,00",AV DE WAGRAM,17,Dépendance ,,0.0,2.29966,48.88099
2024-1198546,13.05.2024,"213000,00",RUE CHAMPIONNET,18, Appartement,32.0,2.0,2.3499,48.89524
2024-1197121,08/04/2024,"275000,00",RUE DOUDEAUVILLE,18,Appartement ,38.0,2.0,2.35236,48.88817
2024-1210047,20/12/2024,"65820,00",RUE LETORT,18,Dépendance,,0.0,2.34277,48.89421
2024-1210050,19/12/2024,"270000,00",AV DE CLICHY,17,Appartement ,26.0,2.0,2.3191,48.89164
2024-1222988,03/09/2024,"1900000,00",RUE VANEAU,7,Appartement ,70.0,3.0,2.3205,48.849
2024-1215723,18/04/2024,"675000,00 €",RUE DES GONCOURT,11, Appartement,62.0,4.0,2.37217,48.86909
2024-1215934,24/04/2024,"360000,00 €",RUE OBERKAMPF,11,Appartement ,19.0,1.0,2.37401,48.86482
2024-1229112,20/12/2024,"10500000,00",AV FOCH,16,APPARTEMENT,13.0,1.0,2.28723,48.87379
2024-1228845,19/12/2024,"248400,00",AV DU GAL MICHEL BIZOT,12,Appartement,27.0,2.0,2.40385,48.83921
2024-1209489,05.12.2024,"445000,00",RUE BAUDELIQUE,18, Dépendance,,0.0,2.34739,48.89233
2024-1211653,05.02.2024,"1119320,00 €",RUE PARENT DE ROSAN,16,Dépendance,,0.0,2.25996,48.83948
2024-1220864,17/07/2024,"480000,00",AV DU GAL MICHEL BIZOT,12,Appartement,64.0,3.0,2.4013,48.83545
2024-1199070,03.05.2024,"28000,00",RUE MARX DORMOY,18,Local industriel. commercial ou assimilé,527.0,0.0,2.36004,48.88643
2024-1229087,31.12.2024,"150500,00",RUE FALGUIERE,15,DÉPENDANCE,,0.0,2.31262,48.84049
2024-1226292,18.11.2024,"372500,00",AV PAUL DOUMER,16,APPARTEMENT,31.0,1.0,2.28418,48.86098
2024-1207055,21.10.2024,"393600,00",RUE D HAUTPOUL,19,DÉPENDANCE,,0.0,2.38876,48.88222
2024-1207822,04/11/2024,"291000,00",AV DE CLICHY,17,Dépendance,,0.0,2.31899,48.89167
2024-1201384,27.06.2024,"27200000,00 €",RUE DU FG POISSONNIERE,9, Appartement,79.0,3.0,2.34815,48.87634
2024-1217896,03/06/2024,"1725000,00",BD RICHARD LENOIR,11, Appartement,155.0,6.0,2.37312,48.86077
2024-1219438,26/06/2024,"27211160,00",BD DE GRENELLE,15,Appartement,43.0,2.0,2.29182,48.85082
2024-1220588,26.06.2024,"22500,00",CR DEBILLE,11,Dépendance ,,0.0,2.3796,48.85543
2024-1219433,25.06.2024,"21606678,00 €",RUE JEAN PIERRE TIMBAUD,11,Local industriel. commercial ou assimilé,30.0,0.0,2.37853,48.86769
2024-1204792,30/08/2024,"2018000,00",RUE FORTUNY,17, Appartement,123.0,4.0,2.30657,48.88172
2024-1199447,22/05/2024,"921200,00",RUE DE COURCELLES,17, Dépendance,,0.0,2.30249,48.87947
2024-1199241,22.05.2024,"80000,00",BD DES BATIGNOLLES,17,Appartement ,19.0,1.0,2.31972,48.88228
2024-1227476,08/11/2024,"21000,00",RUE BREGUET,11,DÉPENDANCE,,0.0,2.37379,48.85738
2024-1207068,17.10.2024,"1020000,00",RUE DE MARSEILLE,10,Appartement,93.0,4.0,2.36315,48.87165
2024-1218134,31.05.2024,"749500,00",RUE JASMIN,16,Appartement ,70.0,3.0,2.26715,48.85187
2024-1224405,24.09.2024,"26000,00",AV DU DOC ARNOLD NETTER,12,Dépendance,,0.0,2.40526,48.8458
2024-1229325,17.12.2024,"12372000,00",RUE DE RENNES,6,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,63.0,0.0,2.32921,48.84901
2024-1201615,03/07/2024,"188800,00",RUE BOULAY,17,Dépendance,,0.0,2.3167,48.89316
2024-1212096,01/02/2024,"397000,00",RUE FIZEAU,15,DÉPENDANCE,,0.0,2.30472,48.83058
2024-1216716,07/05/2024,"453587,00",RUE AUGUSTE VITU,15,Appartement,55.0,3.0,2.2785,48.84564
2024-1211703,31/01/2024,"750000,00",SQ DESNOUETTES,15,APPARTEMENT,56.0,4.0,2.28411,48.83491
2024-1195496,31.01.2024,"1694416,90",RUE ROBERT ESTIENNE,8,Appartement ,96.0,3.0,2.30518,48.86896
2024-1229246,26/12/2024,"266962,00",RUE VASCO DE GAMA,15,DÉPENDANCE,,0.0,2.28217,48.8379
2024-1220741,02.07.2024,"1405000,00",RUE PAUL BERT,11, Local industriel. commercial ou assimilé,52.0,0.0,2.38471,48.85111
2024-1220833,03/07/2024,"599100,00",VLA VIOLET,15,APPARTEMENT,58.0,3.0,2.29117,48.84424
2024-1202784,10.07.2024,"94000000,00",AV DE L OPERA,1,Appartement,53.0,2.0,2.33453,48.86468
2024-1193478,15.01.2024,"1365085,00 €",AV NIEL,17, Appartement,38.0,2.0,2.29602,48.88147
2024-1219433,25/06/2024,"21606678,00 €",RUE SAINT SABIN,11,Appartement ,111.0,5.0,2.37168,48.85602
2024-1207231,21/10/2024,"485000,00",RUE DOUDEAUVILLE,18, Local industriel. commercial ou assimilé,133.0,0.0,2.35111,48.88868
2024-1207058,18/10/2024,"1050000,00",RUE STEPHANE GRAPPELLI,17, Dépendance,,0.0,2.30381,48.89209
2024-1228607,18/12/2024,"592140,00",RUE DE JAVEL,15,Dépendance ,,0.0,2.28364,48.84512
2024-1215657,05/04/2024,"232000,00",BD AUGUSTE BLANQUI,13,Dépendance,,0.0,2.34816,48.83046
2024-1220218,27/06/2024,"320000,00",RUE CORVISART,13,Dépendance,,0.0,2.347,48.83221
2024-1219465,24/06/2024,"13888350,00",RUE ST DOMINIQUE,7, Appartement,24.0,2.0,2.32204,48.85822
2024-1198300,16/04/2024,"155000,00 €",RUE BERTHE,18, Appartement,16.0,1.0,2.33903,48.88596
2024-1217329,16.05.2024,"515500,00",RUE DE LYON,12,APPARTEMENT,47.0,2.0,2.36997,48.85053
2024-1212774,21/02/2024,"380000,00",VLA COLLET,14, Appartement,34.0,2.0,2.31538,48.82705
2024-1199804,05.06.2024,"348000,00",RUE DES SEPT ARPENTS,19,Appartement,63.0,4.0,2.39847,48.88917
2024-1218595,17/06/2024,"420000,00",RUE DE REUILLY,12,DÉPENDANCE,,0.0,2.38831,48.84495
2024-1206620,17/10/2024,"181870,00",RUE SAINT MAUR,10, Local industriel. commercial ou assimilé,27.0,0.0,2.37202,48.87112
2024-1198283,30/04/2024,"538000,00",RUE DE CHEROY,17,Appartement ,47.0,3.0,2.31873,48.88274
2024-1196770,29.03.2024,"4500,00",BD BOURDON,4,Dépendance ,,0.0,2.36606,48.84912
2024-1213387,15/03/2024,"710000,00",RUE SOPHIE GERMAIN,14, Dépendance,,0.0,2.33087,48.83096
2024-1197307,08/04/2024,"111000,00 €",RUE LA FAYETTE,10,Appartement,24.0,1.0,2.36369,48.88138
2024-1211288,31/01/2024,"430000,00",RUE DE LA GLACIERE,13,Appartement ,73.0,4.0,2.34312,48.82975
2024-1216622,30/04/2024,"380000,00",RUE DU CHERCHE-MIDI,6,Appartement ,25.0,2.0,2.32484,48.84911
2024-1195779,01/03/2024,"158100,00",RUE DE TORCY,18,APPARTEMENT,20.0,1.0,2.36035,48.89081
2024-1229150,27.12.2024,"320000,00",RUE EBELMEN,12,Appartement ,35.0,2.0,2.38742,48.84362
2024-1195056,09/02/2024,"170000,00",RUE D ANJOU,8,DÉPENDANCE,,0.0,2.32116,48.87103
2024-1195047,12/02/2024,"21415000,00",RUE DES ARCHIVES,4,Appartement ,10.0,1.0,2.35439,48.85804
2024-1224164,26/09/2024,"1006000,00",AV KLEBER,16,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,114.0,0.0,2.28932,48.86526
2024-1226238,28.10.2024,"590000,00",AV DE SUFFREN,15,DÉPENDANCE,,0.0,2.3084,48.84677
2024-1224107,20.09.2024,"255000,00",RUE DE L EGLISE,15,APPARTEMENT,28.0,1.0,2.28505,48.84499
2024-1213044,29.02.2024,"27226000,00",AV DU GENERAL LECLERC,14,APPARTEMENT,161.0,5.0,2.32735,48.82712
2024-1193277,09/01/2024,"365000,00",RUE YVES TOUDIC,10,Dépendance ,,0.0,2.36245,48.8711
2024-1225310,11.10.2024,"265403,00",RUE DE FECAMP,12,Appartement,33.0,2.0,2.39834,48.83444
2024-1209235,27/11/2024,"390000,00",RUE ROGER BACON,17, Dépendance,,0.0,2.28998,48.88258
2024-1208903,10/12/2024,"332500,00",RUE ST VINCENT DE PAUL,10,DÉPENDANCE,,0.0,2.35243,48.88174
2024-1229003,20.12.2024,"807580,00",RUE KELLER,11,Appartement ,83.0,4.0,2.3756,48.8555
2024-1219398,25/06/2024,"476200,00",AV FRANCO RUSSE,7,Local industriel. commercial ou assimilé,35.0,0.0,2.29883,48.85996
2024-1196253,18/03/2024,"210010,00",RUE DUHESME,18,DÉPENDANCE,,0.0,2.34656,48.89614
2024-1199141,15/05/2024,"600000,00",RUE LOUIS BLANC,10, Local industriel. commercial ou assimilé,98.0,0.0,2.3665,48.88
2024-1198022,24/04/2024,"450000,00",AV NIEL,17, Local industriel. commercial ou assimilé,31.0,0.0,2.29562,48.88081
2024-1199534,31/05/2024,"32000000,00",RUE VIVIENNE,2,Appartement,83.0,3.0,2.33986,48.86752
2024-1214283,18.03.2024,"1017000,00",RUE PIERRE BOURDAN,12,Dépendance,,0.0,2.38992,48.84719
2024-1206698,15/10/2024,"553870,00 €",AV DE SAINT OUEN,18,APPARTEMENT,47.0,3.0,2.32794,48.8934
2024-1209173,05.12.2024,"465000,00 €",RUE DE LA TOUR D AUVERGNE,9,Appartement ,62.0,3.0,2.34133,48.87993
2024-1214189,08/03/2024,"285000,00",BD VOLTAIRE,11,Dépendance ,,0.0,2.38791,48.8534
2024-1223465,17/09/2024,"180000,00",RUE RENE VILLERME,11, Dépendance,,0.0,2.38664,48.86198
2024-1221198,02.07.2024,"271911,00",RUE SAINT MAUR,11, Dépendance,,0.0,2.3784,48.86492
2024-1216061,02.05.2024,"117000,00",BD DE GRENELLE,15,Appartement ,15.0,1.0,2.29199,48.85178
2024-1194762,14/02/2024,"490000,00",BD DAVOUT,20,Appartement ,80.0,3.0,2.40813,48.86329
2024-1204561,06.09.2024,"1185900,00",RUE DU TEMPLE,3,APPARTEMENT,85.0,3.0,2.3585,48.86336
2024-1207711,05.11.2024,"240000,00 €",RUE CHAUDRON,10, Appartement,18.0,2.0,2.36661,48.88288
2024-1223234,22/08/2024,"717800,00",RUE BARGUE,15,Dépendance ,,0.0,2.30657,48.84054
2024-1195738,22.02.2024,"321400,00",BD DES BATIGNOLLES,17,APPARTEMENT,29.0,2.0,2.31739,48.88183
2024-1225147,09.10.2024,"410268,00 €",BD SOULT,12,Local industriel. commercial ou assimilé,57.0,0.0,2.40808,48.8396
2024-1198153,22.04.2024,"160000,00",RUE DE L OURCQ,19,DÉPENDANCE,,0.0,2.37712,48.89243
2024-1194791,25/01/2024,"190000,00",RUE DE L AGENT BAILLY,9,APPARTEMENT,24.0,1.0,2.34197,48.878
2024-1224221,06.09.2024,"576000,00",RUE DES MEUNIERS,12,Appartement ,77.0,4.0,2.39591,48.83541
2024-1208618,09/12/2024,"310000,00 €",RUE MARCADET,18,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,32.0,0.0,2.3541,48.89049
2024-1219433,25/06/2024,"21606678,00",RUE SAINT SABIN,11,APPARTEMENT,83.0,4.0,2.37168,48.85602
2024-1203824,01/08/2024,"90000,00",RUE DE MENILMONTANT,20,Appartement ,12.0,2.0,2.38676,48.86777
2024-1193930,25/01/2024,"383000,00",RUE D HAUTPOUL,19, Dépendance,,0.0,2.38752,48.8836
2024-1225520,24.10.2024,"291500,00",RUE DE L ECOLE POLYTECHNIQUE,5,DÉPENDANCE,,0.0,2.34778,48.8475
2024-1225922,24/10/2024,"512100,00",RUE DES MORILLONS,15, Dépendance,,0.0,2.29733,48.83416
2024-1196108,11/03/2024,"1000,00",PAS DE LA MOSELLE,19,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,43.0,0.0,2.37761,48.88438
2024-1210201,27.12.2024,"345000,00",RUE GUERSANT,17,Appartement ,35.0,2.0,2.2886,48.88258
2024-1209604,18.12.2024,"230000,00",RUE AUX OURS,3, Appartement,27.0,2.0,2.35126,48.86306
2024-1225497,29/10/2024,"2050000,00",AV DE LA BOURDONNAIS,7,Dépendance,,0.0,2.29752,48.85979
2024-1195424,26.02.2024,"520000,00",RUE DE LA VICTOIRE,9,Dépendance,,0.0,2.3329,48.8751
2024-1204329,05/09/2024,"385000,00",RUE DE LAGNY,20,Appartement,41.0,3.0,2.40289,48.84877
2024-1215958,22.04.2024,"2447810,00",RUE DU GAL DELESTRAINT,16, Maison,270.0,10.0,2.25785,48.84206
2024-1209481,16/12/2024,"2607400,00",RUE CHAMPIONNET,18,Local industriel. commercial ou assimilé,20.0,0.0,2.33382,48.89424
2024-1214472,15.03.2024,"598000,00",RUE COGNACQ JAY,7,Appartement ,41.0,1.0,2.30464,48.86155
2024-1203816,26.07.2024,"10000,00 €",RUE LETORT,18,Dépendance,,0.0,2.3427,48.8955
2024-1194171,02/02/2024,"285000,00",RUE GEORGETTE AGUTTE,18, Dépendance,,0.0,2.33234,48.89496
2024-1220671,21/06/2024,"620000,00",RUE BEZOUT,14, Dépendance,,0.0,2.33199,48.82934
2024-1202017,20.06.2024,"790000,00",RUE DE MARSEILLE,10,APPARTEMENT,31.0,2.0,2.3636,48.87135
2024-1227049,03.12.2024,"185000,00",RUE DE L AUDE,14,APPARTEMENT,20.0,2.0,2.33341,48.82682
2024-1213209,27/02/2024,"110000,00 €",RUE DIDOT,14, Appartement,17.0,1.0,2.31514,48.8275
2024-1228381,20/12/2024,"1270000,00",RUE CHARDON LAGACHE,16,Appartement,115.0,5.0,2.26622,48.8449
2024-1229102,19/12/2024,"68820000,00",AV HUBERT GERMAIN,16,Appartement,209.0,6.0,2.28442,48.86967
2024-1228161,20/12/2024,"12550000,00",RUE BONAPARTE,6,Appartement,276.0,7.0,2.3354,48.85699
2024-1214571,14/03/2024,"233000,00",PL DE BRETEUIL,7, Appartement,20.0,2.0,2.31243,48.84775
2024-1223229,13/09/2024,"422000,00",RUE SEDAINE,11, Appartement,42.0,2.0,2.3753,48.85691
2024-1199658,16.05.2024,"322000,00 €",RUE PAPILLON,9, Appartement,25.0,1.0,2.34692,48.87613
2024-1222675,03.09.2024,"219000,00 €",RUE DES TERRES AU CURE,13, Dépendance,,0.0,2.37191,48.82426
2024-1228166,20/12/2024,"275000,00",RUE DES BELLES FEUILLES,16,Local industriel. commercial ou assimilé ,26.0,0.0,2.2827,48.86662
2024-1224844,10/10/2024,"935000,00",AV DE VERSAILLES,16, Dépendance,,0.0,2.27651,48.84972
2024-1193862,24.01.2024,"440000,00 €",RUE ALPHONSE PENAUD,20, Appartement,55.0,3.0,2.40585,48.86855
2024-1218297,13/06/2024,"1328000,00",RUE FONDARY,15,Local industriel. commercial ou assimilé ,79.0,0.0,2.29628,48.84653
2024-1214060,26/03/2024,"145000,00 €",AV PARMENTIER,11,Local industriel. commercial ou assimilé,20.0,0.0,2.37878,48.85946
2024-1207303,11/10/2024,"310000,00",RUE DES GRANDS CHAMPS,20, Dépendance,,0.0,2.40466,48.85103
2024-1226369,19/11/2024,"290000,00",RUE ALEXANDRE DUMAS,11,DÉPENDANCE,,0.0,2.39499,48.85379
2024-1217243,23.05.2024,"730000,00",RUE DE BABYLONE,7,APPARTEMENT,63.0,3.0,2.32283,48.8515
2024-1198880,26/04/2024,"8000,00",RUE DES VINAIGRIERS,10, Dépendance,,0.0,2.35966,48.873
2024-1201003,28.05.2024,"1625000,00",RUE DARU,8,APPARTEMENT,128.0,4.0,2.30127,48.8779
2024-1200266,14/06/2024,"825000,00",RUE DU ROCHER,8,Appartement,68.0,3.0,2.32284,48.87624
2024-1212306,19/01/2024,"240000,00",RUE DE L UNIVERSITE,7, Appartement,12.0,1.0,2.3082,48.86077
2024-1228301,20.12.2024,"16132125,00",BD AUGUSTE BLANQUI,13,Dépendance ,,0.0,2.35352,48.83033
2024-1208247,15/11/2024,"334300,00",RUE LABAT,18,Dépendance ,,0.0,2.34519,48.88848
2024-1229231,30/12/2024,"1128000,00",AV DE LA BOURDONNAIS,7,Appartement ,18.0,1.0,2.29824,48.85915
2024-1203042,10.07.2024,"169500,00",RUE BELLOT,19,APPARTEMENT,25.0,2.0,2.36743,48.88625
2024-1200242,24/05/2024,"585000,00",RUE DE PENTHIEVRE,8,Dépendance ,,0.0,2.31385,48.87269
2024-1222376,06.08.2024,"195000,00",RUE SERVAN,11,APPARTEMENT,46.0,2.0,2.38323,48.85976
2024-1214383,27/03/2024,"56000000,00",RUE DE L UNIVERSITE,7, Local industriel. commercial ou assimilé,21.0,0.0,2.30434,48.86138
2024-1214490,02/04/2024,"362000,00 €",RUE DES BELLES FEUILLES,16, Dépendance,,0.0,2.2815,48.86714
2024-1195264,29/02/2024,"20500000,00",BD HAUSSMANN,8,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,17.0,0.0,2.31713,48.87484
2024-1197569,05/04/2024,"300000,00",RUE LACROIX,17,Dépendance ,,0.0,2.32325,48.89133
2024-1197594,18/04/2024,"375000,00",RUE DE LA DUEE,20,Appartement,38.0,2.0,2.39646,48.8717
2024-1197817,19/04/2024,"215000,00",AV SECRETAN,19,Appartement,26.0,2.0,2.37463,48.88091
2024-1226747,15.11.2024,"337010,00",RUE DE L ARMORIQUE,15,DÉPENDANCE,,0.0,2.31434,48.83998
2024-1219909,08/07/2024,"265000,00",AV DE BRETEUIL,15,APPARTEMENT,24.0,1.0,2.312,48.84564
2024-1227717,04.12.2024,"1190273,90",RUE CHANEZ,16, Local industriel. commercial ou assimilé,12.0,0.0,2.2602,48.84637
2024-1226382,06/11/2024,"190000,00 €",BD SUCHET,16,Dépendance,,0.0,2.26734,48.85988
2024-1195506,05/03/2024,"1365109,20",RUE GERMAIN PILON,18,Local industriel. commercial ou assimilé,11.0,0.0,2.33669,48.88466
2024-1209136,05/12/2024,"470000,00",RUE DU CARDINAL MERCIER,9,APPARTEMENT,50.0,2.0,2.32875,48.88115
2024-1217244,30/05/2024,"360000,00",RUE OUDINOT,7,Local industriel. commercial ou assimilé,42.0,0.0,2.31845,48.85023
2024-1195043,14.02.2024,"310000,00",RUE CHAMPIONNET,18,Dépendance,,0.0,2.34479,48.89553
2024-1206523,07/10/2024,"11500,00",PAS DES SAINTS SIMONIENS,20,DÉPENDANCE,,0.0,2.39804,48.87114
2024-1227185,28/11/2024,"1224906,00",RUE DE SEVRES,7, Dépendance,,0.0,2.31852,48.84802
2024-1208467,12.11.2024,"600000,00",RUE SAINT PAUL,4,Appartement,59.0,3.0,2.36216,48.8535
2024-1203990,27.08.2024,"305000,00",RUE D AUBERVILLIERS,19,Dépendance ,,0.0,2.37073,48.89366
2024-1208492,29/11/2024,"637000,00",RUE HAXO,20,APPARTEMENT,86.0,4.0,2.40347,48.87518
2024-1203107,24.07.2024,"750000,00",RUE VICTOR MASSE,9,Appartement,51.0,3.0,2.33812,48.88058
2024-1206508,14/10/2024,"915000,00",RUE DE LA VILLETTE,19, Appartement,46.0,2.0,2.38706,48.87524
2024-1224830,26.09.2024,"418500,00",SQ ST CHARLES,12,Appartement ,48.0,2.0,2.38992,48.84719
2024-1199194,02.05.2024,"1330000,00 €",RUE VILLEBOIS MAREUIL,17,Dépendance ,,0.0,2.2938,48.87988
2024-1198996,16/05/2024,"363953,00",BD MACDONALD,19,DÉPENDANCE,,0.0,2.38012,48.89923
2024-1224959,14/10/2024,"3900000,00",RUE PAUL CRAMPELL,12,Appartement ,15.0,1.0,2.40564,48.84101
2024-1224149,27/09/2024,"17000,00",BD RICHARD LENOIR,11, Dépendance,,0.0,2.37158,48.86077
2024-1225581,16/10/2024,"1040000,00",RUE BOULARD,14,Dépendance ,,0.0,2.32959,48.83433
2024-1207588,30/10/2024,"21600000,00",BD HAUSSMANN,9,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,109.0,0.0,2.33442,48.87305
2024-1209998,23/12/2024,"1650000,00",RUE DE PROVENCE,9,APPARTEMENT,96.0,4.0,2.34186,48.8742
2024-1200479,06/06/2024,"500000,00",RUE ROGER BACON,17,Appartement,57.0,3.0,2.28998,48.88258
2024-1213600,27/02/2024,"1377400,00 €",RUE DE GRENELLE,7,DÉPENDANCE,,0.0,2.30844,48.85816
2024-1218221,07.06.2024,"1127735,00",AV DE VERSAILLES,16,Appartement,102.0,5.0,2.27022,48.84441
2024-1198145,24/04/2024,"479880,00",RUE EUGENE JUMIN,19,Appartement,50.0,3.0,2.39188,48.88787
2024-1226291,12/11/2024,"626000,00 €",RUE DU GAL BERTRAND,7, Dépendance,,0.0,2.31358,48.84667
2024-1215959,22/04/2024,"2389740,00",SQ ALBONI,16, Appartement,181.0,6.0,2.28628,48.85786
2024-1216910,02.05.2024,"240525,00",RUE DE LA POMPE,16,APPARTEMENT,21.0,1.0,2.27663,48.86213
2024-1213491,05/03/2024,"4900000,00",RUE DES BOULETS,11,Appartement,87.0,5.0,2.39121,48.84954
2024-1225275,24/10/2024,"399000,00",RUE LEBLANC,15,Appartement,41.0,2.0,2.28145,48.83686
2024-1222742,30/08/2024,"645511,00",RUE DU FAUBOURG DU TEMPLE,11,DÉPENDANCE,,0.0,2.3702,48.86929
2024-1211626,05/02/2024,"842000,00 €",RUE POLIVEAU,5,Appartement,72.0,3.0,2.3593,48.84047
2024-1222406,29/08/2024,"230000,00",BD DE BELLEVILLE,11,APPARTEMENT,25.0,2.0,2.37873,48.87007
2024-1224555,26/09/2024,"260000,00",IMP VASSOU,12,Maison,24.0,2.0,2.40783,48.84654
2024-1193565,10.01.2024,"1100000,00",RUE DU TEMPLE,4, Appartement,65.0,3.0,2.35434,48.86024
