date,cmd_id,prod_id,qte,prix,client_id,categorie
08-05-2011,552290,22663,1,"2,08 EUR",,SAC
22-08-2011,564039,POST,2,"18,00",12645.0,divers
25/03/2011,547724,84510A,10,"1,25",13468.0,jardin
18/10/2011,571559,23206,20,"1,65",14911.0, sac
14/11/2011,576141,21403,24,"0,12",14911.0,cuisine
18-08-2011,563613,47504H,60,"0,79",12688.0,JARDIN
27/01/2011,542303,84509A,4,"3,75",12539.0,jardin
06-01-2011,540365,22634,2,"9,95",12413.0,JOUET
21/11/2011,577698,20973,24,"0,65 EUR",14963.0, papeterie
12/10/2011,570842,47591D,8,"1,95",17676.0, cuisine
03/03/2011,545557,22585,144,"1,06",12500.0,PAPETERIE
11-01-2011,540824,22423,1,"12,75",12728.0,CUISINE
17/08/2011,563558,23267,24,"1,25",14156.0, cuisine
23/11/2011,578108,23507,20,"0,42",14912.0,PAPETERIE
08-07-2011,559418,21238,8,"0,85",12681.0, cuisine
19-05-2011,553765,82482,6,"2,55 EUR",17245.0, deco
21-04-2011,550960,84945,12,"0,85",, deco
18-10-2011,571665,22620,12,"1,45",12540.0, divers
09-01-2011,540547,22481,12,"1,25",14911.0,cuisine
08-09-2011,566040,23275,24,"1,25",12540.0,deco
24/11/2011,578541,22627,2,"8,50",14277.0,CUISINE
05/06/2011,555572,21217,2,"9,95",12449.0,CUISINE
15/06/2011,556886,20977,16,"1,25",12624.0,PAPETERIE
31-03-2011,548496,21725,24,"0,85",12678.0, papeterie
27/01/2011,542303,35810A,6,"2,10",12539.0, cuisine
07-10-2011,570095,POST,2,"18,00 EUR",12528.0,divers
22/06/2011,557759,23322,6,"2,95",14156.0,DECO
21/11/2011,577698,21947,2,"1,25",, deco
26/10/2011,572896,82483,2,"6,95",, divers
03/08/2011,562163,21704,12,"0,85 EUR",15628.0, sac
17/05/2011,553404,20724,10,"0,85 EUR",14952.0,SAC
09-09-2011,566200,21213,1,"0,55",16910.0, cuisine
06/06/2011,555644,85099F,2,"2,08",16520.0,SAC
19-05-2011,553765,21755,3,"5,95",17245.0, divers
01/07/2011,558647,22147,12,"1,45",, deco
08/08/2011,562605,23200,20,"2,08",12530.0,SAC
17-12-2010,539351,20718,10,"1,25 EUR",12551.0,sac
20/10/2011,572065,22273,1,"2,95",12556.0, jouet
29/07/2011,561697,22167,2,"9,95",18127.0,deco
25/11/2011,578696,23255,4,"4,15",13985.0,CUISINE
23-12-2010,539865,21137,48,"3,39",15587.0,DECO
25/11/2011,578719,23349,1,"1,25",17348.0, papeterie
24-11-2011,578362,23126,16,"4,95",12913.0,divers
17/08/2011,563557,22673,12,"1,25 EUR",15786.0,jardin
05/08/2011,562560,21889,1,"1,25",,deco
29-11-2011,579269,22809,12,"2,95",14601.0,DECO
21-11-2011,577618,23173,2,"9,95",12795.0, jardin
14-07-2011,560041,21531,6,"2,55",14156.0,CUISINE
22/09/2011,567899,22637,4,"2,55",14911.0, divers
05/10/2011,569653,23290,16,"1,25 EUR",12451.0,CUISINE
10/08/2011,562893,22726,4,"3,75",17442.0,deco
25/11/2011,578696,85099B,10,"2,08",13985.0,sac
20/01/2011,541631,21094,12,"0,85",12637.0,PAPETERIE
17-08-2011,563557,22424,1,"12,75",15786.0,divers
10-06-2011,556283,21673,12,"1,25",15628.0,DECO
18/08/2011,563613,22180,2,"9,95",12688.0, deco
28/09/2011,568706,20831,6,"2,10",14911.0,deco
08-03-2011,545937,21931,30,"1,95 EUR",12758.0,SAC
21/09/2011,567666,21673,12,"1,45",12520.0,deco
15-11-2011,576378,23322,12,"2,95 EUR",15628.0,DECO
29/11/2011,579416,23319,48,"2,08 EUR",12471.0,deco
04-11-2011,574343,85053,6,"2,10",12576.0, deco
30/09/2011,569122,23295,8,"0,83",12694.0,cuisine
16-06-2011,556953,23163,24,"2,49",,divers
23/05/2011,554132,22438,10,"1,95",12360.0,JOUET
06/06/2011,555650,22804,6,"2,95",14156.0,deco
10/10/2011,570388,21977,24,"0,55",14911.0, cuisine
17/11/2011,576923,21217,12,"8,95",12753.0,CUISINE
18-01-2011,541427,21523,10,"6,75",17018.0,deco
27-07-2011,561471,21932,20,"1,65 EUR",,sac
15/02/2011,544075,22728,50,"3,39",14156.0, deco
06/10/2011,569893,22418,24,"0,85",12627.0, jouet
29/11/2011,579416,23480,16,"3,75",12471.0, deco
10/05/2011,552547,22382,30,"1,65",13098.0, sac
09/06/2011,556263,23206,6,"1,65",13969.0,sac
31/08/2011,564856,22625,10,"8,50",12477.0, cuisine
09/06/2011,556258,22492,36,"0,65",12694.0,deco
11/09/2011,566271,22077,12,"1,95 EUR",14250.0,divers
15/06/2011,556822,21975,12,"0,55",17155.0, cuisine
25/03/2011,547822,21531,6,"2,55",12668.0,CUISINE
14/01/2011,541220,20725,200,"1,45",14156.0,SAC
08-08-2011,562602,23254,8,"4,15",12865.0, cuisine
02/12/2011,580140,23317,4,"9,95",14895.0, deco
08-06-2011,555947,22994,24,"0,42",14911.0,SAC
12/10/2011,570703,22384,10,"1,65",14911.0,sac
23/10/2011,572280,23354,1,"0,83",16007.0,papeterie
10-04-2011,549558,22919,1,"0,65 EUR",15058.0,divers
30-06-2011,558567,20840,12,"0,85",14191.0,deco
18/02/2011,544390,21389,12,"0,85 EUR",14911.0,jardin
20-10-2011,572065,23176,1,"2,25",12556.0,DECO
22-05-2011,554106,21062,12,"0,85",12710.0, divers
01-04-2011,548686,22197,100,"0,72",15856.0,DECO
22/11/2011,577856,22331,99999,"1,65",12490.0,SAC
26/08/2011,564558,20979,16,"1,25",12704.0,papeterie
03/12/2010,536943,22731,1,"1,25",17884.0,PAPETERIE
23/09/2011,568095,90209A,6,"2,10",14911.0, cuisine
19/08/2011,563749,21578,6,"2,25",12360.0,SAC
07-09-2011,565854,21121,24,"1,25",12490.0,deco
26-09-2011,568221,23031,6,"1,65",14911.0,DECO
27-06-2011,558183,22676,2,"1,25",15996.0,deco
13-05-2011,553161,22303,12,"2,55",12681.0,CUISINE
14/12/2010,538826,21106,3,"2,95",12370.0, divers
08/04/2011,549439,21929,10,"2,08",13562.0,sac
30/11/2011,579553,84945,12,"0,85",14156.0,deco
12-06-2011,556474,82494L,3,"2,95 EUR",16007.0, deco
17-11-2011,577071,23570,2,"1,25",13969.0, jouet
18/03/2011,546917,22556,12,"1,65",14911.0,CUISINE
04-11-2011,574502,23242,1,"2,08",17274.0,cuisine
18/07/2011,560360,22086,18,"2,95 EUR",, papeterie
10/10/2011,570388,23031,6,"1,65",14911.0,DECO
15-11-2011,576378,21733,6,"2,95",15628.0, deco
18/11/2011,577142,21559,12,"2,55",13985.0, cuisine
23-03-2011,547406,47590A,9,"5,45",16948.0,cuisine
02/12/2010,C536825,22197,-2,"0,85",15384.0,divers
20/03/2011,547055,20725,3,"1,65",16444.0,SAC
02/08/2011,562046,22320,9,"5,95",12378.0,jardin
09-06-2011,556263,47518F,24,"0,12",13969.0, divers
19/12/2010,539466,22644,12,"1,45",12668.0, cuisine
01/12/2010,C536391,21980,-24,"0,29",17548.0,divers
28-09-2011,568711,23444,1,"15,00 EUR",14947.0,DIVERS
25/10/2011,572567,22908,12,"0,85",12398.0, cuisine
21-02-2011,544470,22619,4,"3,75",12707.0, jouet
17/06/2011,557232,23281,12,"0,83",12463.0,deco
24/11/2011,578541,22199,2,"4,25",,DIVERS
17/11/2011,577029,23691,25,"0,42",15563.0,papeterie
08-06-2011,555947,84226,34,"0,64",14911.0, divers
21/11/2011,577698,23301,1,"1,65",14963.0,JARDIN
21/08/2011,563926,22569,4,"3,75",12553.0, deco
17/04/2011,550325,22413,6,"2,95",15745.0,deco
21-02-2011,544572,22720,3,"4,95",14639.0, cuisine
09/12/2010,538003,22331,8,"1,65",12429.0,sac
11-10-2011,570672,20914,6,"2,95",12536.0,CUISINE
23-09-2011,568095,90022,4,"3,75 EUR",14911.0, bijou
05-07-2011,559036,23054,2,"8,25",12637.0,DIVERS
11-10-2011,570672,85095,8,"1,95",12536.0, divers
24-01-2011,541932,48194,10,"6,75",14439.0,deco
06/12/2010,537387,46000P,2,"4,25",13468.0, divers
31/07/2011,561870,21993,12,"1,25",14911.0, divers
30/06/2011,558613,21519,12,"0,42",14911.0,papeterie
10/06/2011,556455,22996,24,"0,42",15856.0,SAC
07/10/2011,570023,23483,12,"1,25",13876.0, deco
27/02/2011,545067,85049D,1,"1,25",17894.0, divers
09/09/2011,566163,23190,12,"1,65",12637.0,DIVERS
07-04-2011,549222,22497,4,"4,25",12347.0,CUISINE
10-11-2011,575684,20846,99999,"1,25",14397.0,DECO
18/05/2011,553566,21578,6,"2,25",12690.0,SAC
31-05-2011,555109,21535,2,"2,55",16023.0, divers
07/09/2011,565801,22963,12,"0,85 EUR",12685.0, cuisine
23-09-2011,568104,22286,12,"0,39 EUR",16485.0,jouet
06/09/2011,565748,22739,10,"1,65",14156.0,DECO
27/02/2011,545067,85049H,1,"1,25",17894.0,divers
11-11-2011,575787,22274,6,"2,95",12518.0,jouet
13/11/2011,576051,22960,24,"3,75",14911.0,CUISINE
14-07-2011,560041,22423,4,"12,75",14156.0, cuisine
15-06-2011,556927,22555,96,"1,45",14156.0,CUISINE
28/11/2011,579102,21790,12,"0,85",14911.0,PAPETERIE
23/09/2011,568048,22423,4,"12,75",14911.0, cuisine
23/09/2011,568104,22089,1,"2,95",16485.0, papeterie
11/08/2011,563037,16238,28,"0,21",12362.0,PAPETERIE
16/12/2010,539112,21408,3,"4,25",13468.0,jouet
24/11/2011,578541,22625,2,"8,50",14277.0,CUISINE
23/10/2011,572307,20679,2,"5,95",16905.0,JARDIN
12-06-2011,556474,82484,1,"7,95",16007.0, divers
08/03/2011,545996,20767,3,"2,55",14367.0,PAPETERIE
13/05/2011,553161,23145,12,"0,95",12681.0, deco
23/02/2011,544811,84988,12,"1,45 EUR",12471.0,PAPETERIE
18-04-2011,550360,22178,6,"1,25",14978.0,CUISINE
12/08/2011,563169,23209,20,"1,65",14911.0,SAC
12/05/2011,552975,23200,10,"2,08 EUR",17932.0,SAC
01/09/2011,565218,23238,6,"4,15",12739.0,cuisine
07/12/2011,581183,22057,16,"0,39",12569.0,CUISINE
14-10-2011,571255,23245,16,"4,15",12454.0,cuisine
09/12/2010,538008,22909,12,"0,85",12683.0,CUISINE
08-03-2011,545996,21829,1,"0,21",,bijou
07-12-2011,581193,22465,1,"0,79",, deco
04/12/2011,580511,21485,6,"4,95 EUR",12560.0, cuisine
23/02/2011,544778,22084,2,"2,95",14978.0, papeterie
02/12/2010,C536606,20914,-2,"2,95",14092.0,divers
07/04/2011,549291,21845,1,"0,79 EUR",16261.0,cuisine
17-10-2011,571409,22669,5,"2,95",14911.0,CUISINE
05/09/2011,565665,82551,24,"1,45",15856.0, deco
30/10/2011,573362,22732,18,"1,25",12597.0, papeterie
05-12-2011,580630,23202,20,"2,08",12913.0, sac
18/08/2011,563613,23053,4,"8,25",12688.0,divers
23-09-2011,568001,23154,12,"2,08",12540.0,CUISINE
07-12-2011,581006,22464,12,"1,65",14911.0, deco
20-10-2011,572069,23344,10,"2,08",14911.0,sac
01-06-2011,555162,22704,25,"0,42",12473.0,PAPETERIE
19/05/2011,553900,37450,6,"2,95",12353.0,cuisine
01/02/2011,542777,22136,12,"1,65",14911.0,deco
10-06-2011,556341,48194,2,"7,95 EUR",16614.0,deco
29/09/2011,568782,23355,4,"4,95",13985.0, cuisine
20-09-2011,567424,22429,2,"4,25",16369.0,BIJOU
22/09/2011,567720,22077,12,"1,95",14911.0,divers
25-08-2011,564539,22379,5,"2,10",12715.0,SAC
14-02-2011,543828,22961,24,"1,45 EUR",14156.0,divers
10/06/2011,556434,22360,6,"2,95",14895.0,CUISINE
06/10/2011,569901,22561,1,"1,65",12923.0,BIJOU
02/02/2011,542990,20830,6,"2,10",13468.0,DECO
11/05/2011,552839,22199,3,"4,25",14367.0,DIVERS
06-04-2011,549118,22111,3,"4,95",14911.0,cuisine
15-06-2011,556886,21212,24,"0,55",12624.0,CUISINE
08/05/2011,552311,22831,6,"2,95 EUR",15312.0, divers
19-10-2011,571745,84030E,4,"4,25",14911.0,CUISINE
31/08/2011,565067,23238,2,"4,15",15856.0, cuisine
18/07/2011,560360,22090,12,"2,95 EUR",12744.0,PAPETERIE
21/02/2011,544495,84520B,12,"0,85 EUR",12766.0,papeterie
27/07/2011,561507,22180,2,"9,95 EUR",12397.0,DECO
11/05/2011,552826,21539,2,"4,95",14277.0, divers
08/06/2011,555947,35912B,72,"1,06",14911.0,deco
20-07-2011,560635,23201,10,"2,08 EUR",12521.0,sac
28/02/2011,545073,21407,3,"4,25",14036.0,divers
09/12/2010,538170,22474,1,"4,95",13969.0,jouet
06/05/2011,552176,22749,2,"3,75",17516.0,jouet
01/12/2010,536370,21883,24,"0,65",12583.0, deco
23-09-2011,568095,15060B,4,"3,75 EUR",14911.0, cuisine
06/04/2011,549118,22558,12,"1,65 EUR",14911.0,DIVERS
23/09/2011,568048,22979,12,"1,45 EUR",14911.0, cuisine
10-05-2011,552695,22752,4,"8,50",16320.0, cuisine
06/12/2010,C537406,22847,-4,"14,95",,divers
03-10-2011,569332,22628,1,"4,95",12637.0,deco
06/06/2011,555728,85152,1,"2,10 EUR",17252.0, deco
31/10/2011,573588,22138,3,"4,95",12588.0,cuisine
08-06-2011,555931,72807B,4,"4,25",17828.0,bijou
22/09/2011,567701,22187,24,"1,95",17172.0,papeterie
25/10/2011,572567,22328,6,"2,95 EUR",12398.0,deco
21/10/2011,572127,47566,4,"4,95",, cuisine
24-11-2011,578541,21871,6,"1,65",14277.0,cuisine
05/10/2011,569699,21471,1,"3,75",12723.0,divers
02/12/2011,580357,79190A,15,"0,42",15856.0, divers
02/08/2011,562046,21205,6,"2,55 EUR",12378.0,deco
05/12/2010,C537157,35953,-24,"1,25",15880.0,divers
21/10/2011,572218,22993,12,"1,25",16311.0,cuisine
02/10/2011,569220,23152,2,"3,75",,DECO
09-09-2011,566207,22550,72,"2,62",12830.0, divers
26-01-2011,542229,84997B,6,"3,75",12474.0,CUISINE
13/06/2011,556510,23201,10,"2,08",14911.0,SAC
20/11/2011,577551,23084,6,"2,08",12395.0, jouet
06/10/2011,569844,22546,24,"0,42 EUR",12626.0,JOUET
17/11/2011,577046,22628,4,"4,95",12449.0,DECO
18-10-2011,571559,23208,20,"1,65",14911.0, sac
25-10-2011,572742,22819,12,"0,42 EUR",14341.0, papeterie
17/03/2011,546780,22468,48,"5,95 EUR",12435.0,BIJOU
07/12/2011,581183,22123,12,"0,79",12569.0,cuisine
07-09-2011,565844,23191,12,"1,65",17442.0,divers
02/12/2011,580153,22399,12,"1,25",,divers
06/07/2011,559145,22961,96,"1,45",17404.0, divers
13/07/2011,559907,23159,12,"2,08",12766.0, cuisine
09-09-2011,566163,22662,10,"1,65",, sac
11-08-2011,563024,23299,6,"3,75",14639.0, bijou
09-03-2011,546134,22857,144,"0,72",13493.0, papeterie
20/10/2011,571937,21530,18,"0,79",14911.0, divers
30/11/2011,579881,35599B,12,"1,95 EUR",12429.0, jardin
10-06-2011,556341,21165,12,"1,69",16614.0,DECO
28/02/2011,545105,22899,12,"2,10",12598.0, cuisine
11-05-2011,552839,22840,1,"7,95",14367.0,cuisine
03-12-2010,536860,85131A,24,"1,25",16905.0,BIJOU
27-05-2011,554861,23108,2,"6,25",12633.0, jouet
05/09/2011,565583,22847,1,"16,95",, divers
19/05/2011,553739,22570,4,"3,75",14895.0,jouet
05-12-2011,580640,21991,1,"1,25",16910.0,DIVERS
26/08/2011,564565,21098,12,"1,25",14911.0, divers
27/02/2011,545067,22078,1,"2,10 EUR",, deco
14-02-2011,543911,22111,6,"4,95",17829.0, cuisine
19/08/2011,563756,22537,24,"0,42",12418.0,DIVERS
09-12-2010,538003,22673,24,"1,25",12429.0,JARDIN
06/12/2010,C537406,22926,-4,"5,95",,divers
07-09-2011,565857,22772,12,"1,25",14911.0,DECO
11-04-2011,549667,22672,12,"1,65",14911.0, deco
17/08/2011,563558,48129,10,"6,75",14156.0,DECO
24-10-2011,572528,23007,1,"16,95",13176.0,JOUET
11/08/2011,563023,22697,6,"2,95 EUR",14639.0,cuisine
08-08-2011,562670,22979,12,"1,45",14911.0,cuisine
28-02-2011,545073,20712,10,"1,95",14036.0,SAC
23/09/2011,568040,21544,12,"0,85",12681.0, divers
22/12/2010,539836,47566,3,"4,65",17894.0,CUISINE
13-01-2011,541115,22134,24,"0,42",12578.0,deco
11-09-2011,566271,23229,6,"3,75",14250.0,JOUET
21-08-2011,563914,22326,6,"2,95 EUR",12518.0,DECO
13/05/2011,553037,22961,24,"1,45",12471.0,DIVERS
17-02-2011,544304,20751,3,"2,10",18125.0,divers
12-04-2011,549906,22287,1,"1,65",14998.0,DECO
11-03-2011,546365,21058,12,"0,85",12520.0,DIVERS
12-10-2011,570718,POST,2,"18,00",12518.0, divers
21/06/2011,557525,21062,12,"0,85",12759.0, divers
02-12-2010,536698,22669,5,"2,95",15363.0,cuisine
23/03/2011,547504,84997D,6,"4,15",12683.0, cuisine
01/05/2011,551531,20830,1,"2,10 EUR",15376.0, deco
30-11-2011,579629,23229,2,"3,75",14963.0, jouet
17/02/2011,544304,85040A,2,"1,65",18125.0, cuisine
04/04/2011,548743,21259,2,"5,95",14895.0, deco
27/02/2011,545067,22082,2,"1,65",17894.0, deco
04/12/2011,580528,22182,24,"1,25",14911.0,cuisine
06-07-2011,559125,23256,4,"4,15",, cuisine
14/10/2011,571227,21231,36,"1,25 EUR",12477.0,DECO
12/10/2011,570841,23389,4,"4,15",,jouet
18-10-2011,571559,22960,12,"3,75",14911.0,CUISINE
29/09/2011,568798,22312,6,"2,95",12615.0,cuisine
21/11/2011,577755,22086,6,"2,95",17010.0,PAPETERIE
18-03-2011,547005,21086,12,"0,65",12474.0,PAPETERIE
12-08-2011,563098,22625,4,"8,50",14911.0,cuisine
09/06/2011,556259,23300,12,"1,65 EUR",12721.0, cuisine
10/10/2011,570418,23012,4,"3,95",15211.0,cuisine
09-05-2011,552325,22302,6,"2,55",12490.0,CUISINE
20/10/2011,572065,51014A,12,"0,39",12556.0,divers
11/11/2011,575886,23201,3,"2,08",12517.0, sac
14-11-2011,576300,23394,1,"3,75",, deco
09-03-2011,546100,22966,12,"1,25",16572.0,DIVERS
13/06/2011,556579,22627,2,"8,50",15069.0,cuisine
03-03-2011,545536,22501,2,"9,95",12417.0,deco
12/09/2011,566308,22840,2,"7,95 EUR",15865.0,cuisine
18-08-2011,563709,21754,1,"5,95",15472.0, divers
28/08/2011,564734,21328,6,"1,65",12484.0,cuisine
12/10/2011,570839,22376,99999,"4,25",14911.0,sac
29/09/2011,568901,23351,6,"1,25",15050.0, papeterie
03/05/2011,551656,21080,12,"0,85",14911.0,papeterie
11/10/2011,570499,21499,25,"0,42",12772.0, papeterie
12-10-2011,570794,22144,12,"2,10",,divers
15-06-2011,556928,23236,48,"2,49",14156.0, cuisine
05-07-2011,559011,23173,2,"9,95 EUR",,jardin
03-12-2010,537026,21212,120,"0,42",12395.0,cuisine
09-06-2011,556263,20727,5,"1,65",,sac
17/07/2011,560251,82482,3,"2,55",17774.0,deco
19-07-2011,560451,22846,2,"16,95 EUR",14911.0,DIVERS
28-02-2011,545073,20712,10,"1,95",14036.0,SAC
10/10/2011,570448,22086,1,"2,95",13224.0, papeterie
02/11/2011,574022,23084,48,"1,79",12594.0,jouet
07-12-2011,581180,20719,10,"0,85",12347.0, sac
11-02-2011,543737,21485,21,"4,95",12477.0,cuisine
06-12-2011,580965,23170,12,"1,65",12417.0,CUISINE
20/10/2011,572065,21992,3,"1,25",, deco
10/11/2011,575603,85123A,4,"2,95",18125.0, deco
08-11-2011,575154,22507,4,"4,95",12395.0, deco
01/02/2011,542777,48129,2,"7,95",14911.0,deco
04/10/2011,569496,23240,6,"4,15 EUR",12395.0,CUISINE
16-06-2011,557007,20752,4,"2,10",12484.0,DIVERS
01/12/2010,C536548,22631,-1,"1,95",12472.0,divers
22/11/2011,578024,85049G,12,"1,25",12705.0,DECO
13-09-2011,566586,22737,10,"1,65 EUR",12619.0,DIVERS
08/06/2011,555931,22149,6,"2,10",17828.0, jardin
02/12/2010,C536622,22752,-2,"8,50",12471.0,divers
02-12-2011,580153,21169,12,"1,69",12762.0,deco
20-10-2011,572106,20972,12,"1,25 EUR",15058.0,DECO
16/08/2011,563477,22663,2,"2,08",17097.0,sac
05-09-2011,565466,23202,10,"2,08 EUR",12422.0,sac
18-03-2011,546993,21756,2,"5,95",17921.0, divers
15/08/2011,563239,85014A,1,"5,95",15048.0,jardin
12-08-2011,563184,82482,4,"2,55 EUR",17516.0,DECO
13-07-2011,559899,37446,8,"1,45 EUR",12528.0,CUISINE
30/11/2011,579539,23174,4,"4,15",14911.0, cuisine
15/05/2011,553203,85066,2,"12,75",, deco
11-11-2011,575886,22898,2,"1,95",,CUISINE
17-11-2011,577069,23146,4,"3,29",12704.0,jardin
29-11-2011,579401,23498,2,"1,45",14550.0,BIJOU
22/09/2011,567720,82494L,6,"2,95",14911.0,DECO
12-10-2011,570842,23209,10,"1,65",,SAC
20-10-2011,572061,22150,6,"1,95",12474.0, divers
11-05-2011,552839,22841,1,"7,95",14367.0,cuisine
20/10/2011,572065,22093,5,"0,39",12556.0, bijou
22/11/2011,578033,22726,4,"3,75",12656.0,DECO
29-09-2011,568994,22630,12,"1,95",12598.0,JOUET
30-10-2011,573362,22600,24,"0,85",12597.0,DECO
25/05/2011,554555,84988,12,"1,45",12437.0,papeterie
03-12-2010,536943,22748,2,"2,10",17884.0,CUISINE
19-05-2011,553901,22697,12,"2,95",, cuisine
17-11-2011,577050,21136,24,"1,69",14191.0, divers
10/08/2011,562893,23201,10,"2,08",17442.0, sac
05-04-2011,548968,22386,20,"2,08",12744.0,SAC
16-05-2011,553206,23108,12,"5,39",14156.0, jouet
21-11-2011,577733,23251,6,"1,25",15163.0,cuisine
18/08/2011,563709,22596,6,"1,25",15472.0, papeterie
19-08-2011,563848,23050,2,"8,25",14911.0,DIVERS
13-04-2011,549953,23126,4,"4,95",12766.0,DIVERS
11/03/2011,546365,21519,12,"0,42",12520.0,PAPETERIE
24/10/2011,572528,84950,36,"0,65",13176.0,deco
02/09/2011,565398,22667,48,"2,55",15856.0,DECO
26/01/2011,542237,22497,4,"4,25",12347.0, cuisine
15/09/2011,566776,22620,12,"1,45",14911.0,divers
19/10/2011,571745,22952,24,"0,55",14911.0,CUISINE
23/09/2011,568095,23431,12,"0,83",14911.0,DECO
14-10-2011,571215,23298,9,"4,95",13810.0,CUISINE
11-09-2011,566271,22666,6,"2,95",14250.0, cuisine
11/10/2011,570512,23283,10,"7,08",14952.0,DECO
23/06/2011,557878,23082,4,"3,75",16940.0, papeterie
29-11-2011,579401,23082,24,"3,75",14550.0,PAPETERIE
13-11-2011,576051,21156,8,"1,95",14911.0, cuisine
15/03/2011,546660,22913,6,"4,95",14156.0, divers
15-03-2011,546638,22620,12,"1,25",15106.0, divers
13-07-2011,559907,21217,2,"9,95 EUR",12766.0,CUISINE
17/12/2010,539395,22728,12,"3,75",12471.0, deco
23-09-2011,568061,22650,1,"1,45",16910.0,DIVERS
01/06/2011,555162,22432,6,"1,95 EUR",12473.0,JOUET
31/07/2011,561870,21642,24,"0,29",14911.0, divers
19/05/2011,553739,22090,12,"2,95",14895.0,PAPETERIE
06/12/2010,C537402,22847,-4,"14,95",15502.0,divers
14-04-2011,550183,20971,12,"1,25",14105.0,DECO
27-09-2011,568472,85099B,10,"2,08",12517.0,sac
07/07/2011,559342,79321,8,"5,75",14493.0,deco
08-08-2011,562670,21912,4,"3,75",14911.0,DECO
03/12/2010,C536854,22158,-1,"2,95",15240.0,divers
18-10-2011,571671,23435,10,"0,79 EUR",,DECO
19-08-2011,563749,22352,6,"2,55",12360.0, cuisine
07-12-2010,537626,21171,12,"1,45 EUR",12347.0, deco
13/01/2011,541115,22518,6,"2,10",12578.0,jardin
02/12/2010,C536760,22175,-1,"2,95",17547.0,divers
23-06-2011,557878,20726,6,"1,65",16940.0,sac
03/12/2010,C536979,22630,-1,"1,95",17841.0,divers
08-09-2011,565930,22142,12,"1,45",12685.0,divers
08-06-2011,555947,85071B,96,"0,38 EUR",14911.0,deco
20/09/2011,567378,20914,6,"2,95 EUR",14911.0,CUISINE
28/10/2011,573276,22662,20,"1,65",13985.0,SAC
10/08/2011,562882,22326,6,"2,95",12384.0,DECO
22/03/2011,547360,21907,12,"2,10",16135.0,DECO
11-09-2011,566250,22041,48,"2,10",15587.0,DECO
06/04/2011,549115,21506,24,"0,42",13098.0, papeterie
08/06/2011,555947,85078,24,"0,19 EUR",14911.0,cuisine
19-07-2011,560590,23199,10,"2,08",12560.0,SAC
19-07-2011,560445,21914,96,"1,25",14156.0,deco
24-02-2011,544833,15056P,3,"5,95",15974.0,jardin
08/12/2010,537793,21932,3,"2,95",15032.0,sac
25-10-2011,572567,21212,24,"0,55",12398.0,CUISINE
09-09-2011,566200,22508,1,"3,75",16910.0,deco
05-12-2011,580685,21877,12,"1,65",,CUISINE
05/05/2011,552025,82582,12,"2,10",13969.0, deco
31/03/2011,548457,22236,2,"12,75 EUR",13468.0,cuisine
18/08/2011,563613,23240,12,"4,15",12688.0,CUISINE
30/06/2011,558628,22128,12,"1,25",12626.0,DIVERS
25-09-2011,568137,23009,5,"16,95 EUR",12488.0,divers
09-11-2011,575194,22565,12,"0,85",16767.0,bijou
28-09-2011,568654,72800C,6,"2,55",14911.0,deco
26-04-2011,551054,21212,24,"0,55",12429.0,cuisine
29-03-2011,547985,22081,10,"1,65 EUR",16455.0, divers
01/11/2011,573892,22112,6,"4,95",14911.0, cuisine
18/09/2011,567180,23119,2,"0,62",17802.0,DIVERS
03/06/2011,555407,23061,36,"1,25",12775.0,deco
02/11/2011,573927,23404,6,"4,95",13890.0,DIVERS
30/03/2011,548257,22423,16,"10,95 EUR",13802.0,cuisine
14/04/2011,550137,22990,6,"4,95",12477.0,cuisine
28/09/2011,568698,22959,25,"0,42",14911.0, papeterie
13/07/2011,559907,22383,20,"1,65",12766.0,SAC
17/08/2011,563558,22689,10,"6,75 EUR",14156.0,DECO
01/12/2011,579927,22914,3,"4,95",, divers
19-07-2011,560544,21042,3,"5,95",12569.0,cuisine
17/10/2011,571442,82011C,2,"3,75",17049.0, divers
05-05-2011,551950,22030,12,"0,42",14911.0, papeterie
26-05-2011,554770,23133,2,"8,25",14911.0,deco
07-12-2011,581193,23372,1,"1,25",17097.0,papeterie
30-10-2011,573362,22780,4,"4,25 EUR",12597.0,DECO
19/01/2011,541569,20676,16,"1,25",13520.0,CUISINE
24-01-2011,541877,21981,24,"0,29",12559.0, divers
22/03/2011,547390,22645,12,"1,45",12352.0,cuisine
07-12-2011,581003,22725,4,"3,75",14911.0,DECO
03/05/2011,551665,22996,24,"0,42",17442.0,SAC
27-10-2011,573036,23480,8,"3,75",12437.0,DECO
12-05-2011,552905,22427,3,"5,95",15974.0, jardin
23/09/2011,568104,21755,2,"6,25",16485.0, divers
16/08/2011,563500,21164,6,"2,95 EUR",15856.0,DECO
18/11/2011,577180,22504,6,"24,95",12380.0,sac
31-05-2011,555095,21981,24,"0,29",12540.0,divers
19/04/2011,550644,22301,6,"2,55",12733.0,cuisine
11-07-2011,559662,20724,10,"0,85 EUR",16572.0, sac
22-11-2011,578094,84879,8,"1,69",16261.0,jardin
19/10/2011,571745,22666,24,"2,55",14911.0, cuisine
25-03-2011,547822,23078,24,"1,25",12668.0,PAPETERIE
05-09-2011,565475,23192,48,"1,45 EUR",14156.0,DIVERS
04-08-2011,562282,85099B,100,"1,79",13098.0, sac
19-08-2011,563852,22329,12,"1,65",12395.0,DIVERS
23/09/2011,568056,23241,6,"2,08",,CUISINE
